pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-08-14,93.9,-1.74,6.09,"McGough, Scott",553869,543518,field_out,ball,,,,,11,Elias Diaz lines out to shortstop Geraldo Perdomo.,R,R,R,1,0,B,6,line_drive,0,0,2023,-0.63,1.37,-0.03,3.98,453568,678662,641857,0,8,Bot,107.33,154.85,,,672515,,,5.753670916086139,-136.79272623869633,-2.8457114344994547,-9.025583522758373,25.448627120044787,-14.4405899475326,3.14,1.42,186,67.3,31,93.6,2397,5.7,716998,543518,672515,572233,606466,607054,672695,666971,677950,682998,54.78,0.694,0.647,0.0,1,0,0,4,61,1,4-Seam Fastball,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,210,0.0,0.103
SI,2023-08-14,89.3,3.08,5.13,"Mantiply, Joe",641857,573009,single,hit_into_play,,,,,5,Ryan McMahon singles on a sharp line drive to center fielder Alek Thomas.   Charlie Blackmon to 3rd.    Ezequiel Tovar to 2nd.,R,L,L,1,0,X,8,line_drive,1,1,2023,1.14,0.28,0.23,2.44,453568,453568,678662,0,8,Bot,133.65,81.13,,,672515,,,-9.46634191331604,-129.87730624337397,-1.2761045263914652,14.720471337771269,24.187531772107796,-28.86998789078357,3.48,1.61,188,104.9,10,90.2,2060,6.6,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.9,0.857,0.842,0.9,1,1,0,4,60,3,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,111,0.16,0.943
CU,2023-08-14,79.6,3.1,5.24,"Mantiply, Joe",641857,573009,single,ball,,,,,14,Ryan McMahon singles on a sharp line drive to center fielder Alek Thomas.   Charlie Blackmon to 3rd.    Ezequiel Tovar to 2nd.,R,L,L,1,0,B,8,line_drive,0,1,2023,-0.64,-0.38,1.19,2.48,453568,453568,678662,0,8,Bot,133.65,81.13,,,672515,,,-3.024391662840753,-116.04910104113888,1.3136429244174883,-5.39600220060068,18.66190745939397,-36.04702900356586,3.48,1.61,188,104.9,10,80.8,2556,6.7,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.83,0.857,0.842,0.9,1,1,0,4,60,2,Curveball,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,315,0.0,0.076
CU,2023-08-14,78.8,3.02,5.2,"Mantiply, Joe",641857,573009,single,called_strike,,,,,14,Ryan McMahon singles on a sharp line drive to center fielder Alek Thomas.   Charlie Blackmon to 3rd.    Ezequiel Tovar to 2nd.,R,L,L,1,0,S,8,line_drive,0,0,2023,-0.44,-0.3,0.86,2.06,453568,453568,678662,0,8,Bot,133.65,81.13,,,672515,,,-3.894915052423357,-114.78270310875222,0.459842823860902,-3.2740482054119413,18.637941837384837,-35.08854427787738,3.48,1.61,188,104.9,10,79.7,2413,6.6,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.95,0.857,0.842,0.9,1,1,0,4,60,1,Curveball,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,318,0.0,-0.09
SI,2023-08-14,89.6,3.1,5.16,"Mantiply, Joe",678662,573009,single,hit_into_play,,,,,8,Ezequiel Tovar singles on a line drive to right fielder Corbin Carroll.   Charlie Blackmon to 2nd.,R,R,L,1,0,X,9,line_drive,1,2,2023,1.36,0.13,0.0,1.59,453568,453568,453568,0,8,Bot,178.84,113.04,,,672515,,,-10.581663946961612,-130.1473583948742,-3.1584540302300868,17.56283764921152,23.07758186709575,-30.282289373896447,3.18,1.48,244,92.7,14,90.6,1499,6.6,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.85,0.957,0.91,0.9,1,1,0,4,59,6,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,44,0.116,0.796
FF,2023-08-14,90.2,2.94,5.24,"Mantiply, Joe",678662,573009,single,ball,,,,,12,Ezequiel Tovar singles on a line drive to right fielder Corbin Carroll.   Charlie Blackmon to 2nd.,R,R,L,1,0,B,9,line_drive,0,2,2023,0.95,0.6,0.23,4.4,453568,453568,453568,0,8,Bot,178.84,113.04,,,672515,,,-8.764919682001889,-131.24713822187726,2.499470599344989,12.689987386322782,23.26075255238962,-25.75838358374245,3.18,1.48,244,92.7,14,90.8,2267,6.3,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,54.19,0.957,0.91,0.9,1,1,0,4,59,5,4-Seam Fastball,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,103,0.0,0.015
FF,2023-08-14,91.0,3.03,5.24,"Mantiply, Joe",678662,573009,single,foul,,,,,3,Ezequiel Tovar singles on a line drive to right fielder Corbin Carroll.   Charlie Blackmon to 2nd.,R,R,L,1,0,S,9,line_drive,0,2,2023,1.33,0.7,0.43,3.04,453568,453568,453568,0,8,Bot,178.84,113.04,,,672515,,,-9.419432163290086,-132.4247229414562,-1.2262265328732422,17.52169305746208,23.575735108685613,-23.73006932307558,3.18,1.48,319,87.6,39,92.1,2431,6.6,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.9,0.957,0.91,0.9,1,1,0,4,59,4,4-Seam Fastball,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,104,0.0,0.0
FF,2023-08-14,88.8,3.11,5.06,"Mantiply, Joe",678662,573009,single,foul,,,,,3,Ezequiel Tovar singles on a line drive to right fielder Corbin Carroll.   Charlie Blackmon to 2nd.,R,R,L,1,0,S,9,line_drive,0,2,2023,1.1,0.59,0.68,3.25,453568,453568,453568,0,8,Bot,178.84,113.04,,,672515,,,-8.24892490275757,-129.19167227128275,0.3207070030252307,13.899059334969026,23.737777472461485,-25.735322513565176,3.18,1.48,240,74.8,32,89.5,2098,6.5,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,54.02,0.957,0.91,0.9,1,1,0,4,59,3,4-Seam Fastball,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,99,0.0,0.0
SI,2023-08-14,90.3,3.08,5.2,"Mantiply, Joe",678662,573009,single,foul,,,,,8,Ezequiel Tovar singles on a line drive to right fielder Corbin Carroll.   Charlie Blackmon to 2nd.,R,R,L,1,0,S,9,line_drive,0,1,2023,1.23,0.2,-0.25,1.98,453568,453568,453568,0,8,Bot,178.84,113.04,,,672515,,,-10.98007100728783,-131.27279384879722,-2.5679340594403497,16.327737515651975,23.219397632061987,-29.58651815338249,3.18,1.48,153,85.0,11,91.5,2250,6.7,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.78,0.957,0.91,0.9,1,1,0,4,59,2,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,115,0.0,-0.062
CH,2023-08-14,80.2,3.03,5.19,"Mantiply, Joe",678662,573009,single,called_strike,,,,,12,Ezequiel Tovar singles on a line drive to right fielder Corbin Carroll.   Charlie Blackmon to 2nd.,R,R,L,1,0,S,9,line_drive,0,0,2023,0.96,-0.35,0.98,2.42,453568,453568,453568,0,8,Bot,178.84,113.04,,,672515,,,-6.393158003344268,-116.7682141126276,1.132014947549128,9.892714035110464,18.713923286184414,-35.78502851373857,3.18,1.48,153,85.0,11,81.2,2202,6.6,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.87,0.957,0.91,0.9,1,1,0,4,59,1,Changeup,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,37,0.0,-0.058
SI,2023-08-14,89.7,3.27,5.16,"Mantiply, Joe",453568,573009,single,hit_into_play,,,,,9,Charlie Blackmon singles on a ground ball to shortstop Geraldo Perdomo.,R,L,L,1,0,X,6,ground_ball,0,1,2023,1.06,0.2,0.83,2.18,453568,453568,453568,0,8,Bot,120.66,147.58,,,672515,,,-8.34171584498305,-130.51170054380512,-1.9002797913004028,13.776231872468092,22.98393597029909,-29.7200206828092,3.5,1.63,147,75.4,11,90.8,2165,6.6,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.88,0.294,0.269,0.9,1,1,0,4,58,2,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Strategic,Standard,116,0.078,0.425
CU,2023-08-14,80.0,3.21,5.29,"Mantiply, Joe",453568,573009,single,called_strike,,,,,13,Charlie Blackmon singles on a ground ball to shortstop Geraldo Perdomo.,R,L,L,1,0,S,6,ground_ball,0,0,2023,-0.48,0.21,-0.36,1.48,453568,453568,453568,0,8,Bot,120.66,147.58,,,672515,,,-7.039738784795743,-116.46549611615264,-2.1807557005546,-3.2757572455200226,18.69721064998784,-30.058420850824564,3.5,1.63,147,75.4,11,81.2,2466,6.7,716998,573009,672515,572233,606466,607054,672695,666971,677950,682998,53.76,0.294,0.269,0.9,1,1,0,4,58,1,Curveball,0.16666666666666666,0.4,2,4,4,2,2,4,Strategic,Standard,336,0.0,-0.038
FC,2023-08-14,89.0,-2.61,5.77,"Koch, Matt",666971,571863,field_out,hit_into_play,,,,,3,"Lourdes Gurriel Jr.  grounds out, second baseman Brendan Rodgers to first baseman Elehuris Montero.",R,R,R,1,0,X,4,ground_ball,0,2,2023,0.22,0.3,0.65,3.48,453568,453568,453568,2,8,Top,139.88,140.37,,,553869,,,7.542505931131419,-129.5876904864881,-0.3147990663254163,1.2569278834019135,21.829204099206944,-28.886369798906824,3.63,1.73,27,97.0,-6,89.8,2554,6.3,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.17,0.251,0.255,0.0,1,0,0,2,57,3,Cutter,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,163,0.006,-0.064
FF,2023-08-14,95.3,-2.23,5.86,"Koch, Matt",666971,571863,field_out,foul,,,,,3,"Lourdes Gurriel Jr.  grounds out, second baseman Brendan Rodgers to first baseman Elehuris Montero.",R,R,R,1,0,S,4,ground_ball,0,1,2023,-0.65,1.13,0.32,3.1,453568,453568,453568,2,8,Top,139.88,140.37,,,553869,,,8.15759138819224,-138.6809093319517,-4.25020206934575,-9.967258575004625,25.417657743513423,-16.739523484736182,3.63,1.73,242,79.6,46,95.9,2235,6.3,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.25,0.251,0.255,0.0,1,0,0,2,57,2,4-Seam Fastball,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,226,0.0,-0.024
FC,2023-08-14,89.4,-2.65,5.74,"Koch, Matt",666971,571863,field_out,called_strike,,,,,4,"Lourdes Gurriel Jr.  grounds out, second baseman Brendan Rodgers to first baseman Elehuris Montero.",R,R,R,1,0,S,4,ground_ball,0,0,2023,0.25,0.45,-0.47,2.81,453568,453568,453568,2,8,Top,139.88,140.37,,,553869,,,4.821775729523751,-130.34678760464496,-2.2984468793489787,2.096895808142002,21.22401426414161,-26.787611168967317,3.63,1.73,242,79.6,46,90.1,2448,6.1,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.36,0.251,0.255,0.0,1,0,0,2,57,1,Cutter,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,174,0.0,-0.018
FC,2023-08-14,90.3,-2.65,5.7,"Koch, Matt",606466,571863,strikeout,swinging_strike,,,,,3,Ketel Marte strikes out swinging.,R,L,R,1,0,S,2,ground_ball,0,2,2023,0.26,0.52,0.76,3.06,453568,453568,453568,1,8,Top,139.88,140.37,,,553869,,,7.927178061162024,-131.50093612200413,-1.8455377681106744,1.7190096899836085,22.1157171768242,-25.914037953244463,3.6,1.73,242,79.6,46,90.9,2447,6.1,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.35,0.251,0.255,0.0,1,0,0,2,56,3,Cutter,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,194,0.009,-0.107
FF,2023-08-14,94.5,-2.33,5.86,"Koch, Matt",606466,571863,strikeout,foul,,,,,2,Ketel Marte strikes out swinging.,R,L,R,1,0,S,2,ground_ball,0,1,2023,-0.54,1.04,-0.03,3.6,453568,453568,453568,1,8,Top,139.88,140.37,,,553869,,,7.182164638163951,-137.60538706357354,-2.621024701284469,-8.294718508951636,25.70342385759394,-18.47805798341894,3.6,1.73,212,78.1,22,95.0,2130,6.2,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.32,0.251,0.255,0.0,1,0,0,2,56,2,4-Seam Fastball,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Strategic,222,0.0,-0.036
FC,2023-08-14,90.3,-2.81,5.73,"Koch, Matt",606466,571863,strikeout,foul,,,,,2,Ketel Marte strikes out swinging.,R,L,R,1,0,S,2,ground_ball,0,0,2023,0.42,0.39,0.14,3.13,453568,453568,453568,1,8,Top,139.88,140.37,,,553869,,,6.450322839894952,-131.53050819069924,-1.4609345270779532,3.76029423736556,24.60389248233521,-27.46470662460932,3.6,1.73,136,74.5,12,90.7,2383,6.2,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.27,0.251,0.255,0.0,1,0,0,2,56,1,Cutter,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Strategic,190,0.0,-0.027
FC,2023-08-14,92.4,-2.68,5.71,"Koch, Matt",682998,571863,strikeout,swinging_strike,,,,,14,Corbin Carroll strikes out swinging.,R,L,R,1,0,S,2,ground_ball,2,2,2023,0.23,0.36,0.92,1.72,453568,453568,453568,0,8,Top,139.88,140.37,,,553869,,,8.705574218538752,-134.50912403004662,-5.283885195557165,1.3028397369883449,23.17611542504812,-26.923396101662128,3.14,1.52,136,74.5,12,93.4,2373,6.4,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.11,0.251,0.255,0.0,1,0,0,2,55,5,Cutter,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,212,0.011,-0.21
FF,2023-08-14,94.7,-2.26,5.83,"Koch, Matt",682998,571863,strikeout,ball,,,,,6,Corbin Carroll strikes out swinging.,R,L,R,1,0,B,2,ground_ball,1,2,2023,-0.74,1.09,0.78,2.32,453568,453568,453568,0,8,Top,139.88,140.37,,,553869,,,9.592419053342436,-137.61731067280817,-5.985306141549227,-11.241849588977034,25.153201580742685,-17.20047498419661,3.14,1.52,136,74.5,12,95.5,2179,6.5,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.05,0.251,0.255,0.0,1,0,0,2,55,4,4-Seam Fastball,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,226,0.0,0.037
FF,2023-08-14,94.4,-2.35,5.78,"Koch, Matt",682998,571863,strikeout,ball,,,,,12,Corbin Carroll strikes out swinging.,R,L,R,1,0,B,2,ground_ball,0,2,2023,-0.87,1.04,0.93,2.9,453568,453568,453568,0,8,Top,139.88,140.37,,,553869,,,10.424301733174852,-137.20897703942777,-4.1990129727719685,-12.99943907464837,24.429142471161423,-18.1943947229864,3.14,1.52,136,74.5,12,94.7,2092,6.1,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.38,0.251,0.255,0.0,1,0,0,2,55,3,4-Seam Fastball,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Standard,230,0.0,0.022
FC,2023-08-14,88.9,-2.78,5.69,"Koch, Matt",682998,571863,strikeout,foul,,,,,2,Corbin Carroll strikes out swinging.,R,L,R,1,0,S,2,ground_ball,0,1,2023,0.04,0.18,-0.25,2.76,453568,453568,453568,0,8,Top,139.88,140.37,,,553869,,,6.104797784730119,-129.54972899209514,-1.6464027521558091,-0.604665295938581,22.23185756465316,-30.00431172585069,3.14,1.52,325,91.5,43,89.5,2337,6.2,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.3,0.251,0.255,0.0,1,0,0,2,55,2,Cutter,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Strategic,175,0.0,-0.047
FF,2023-08-14,94.2,-2.35,5.91,"Koch, Matt",682998,571863,strikeout,foul,,,,,11,Corbin Carroll strikes out swinging.,R,L,R,1,0,S,2,ground_ball,0,0,2023,-0.59,1.21,-0.38,3.39,453568,453568,453568,0,8,Top,139.88,140.37,,,553869,,,6.430538603031876,-137.23082074113242,-3.580799461326888,-8.807582856599765,26.3953813007105,-16.273251134211698,3.14,1.52,242,79.2,27,94.8,2268,6.3,716998,571863,553869,660707,663898,641857,678662,666134,686668,669911,54.2,0.251,0.255,0.0,1,0,0,2,55,1,4-Seam Fastball,0.16666666666666666,0.4,4,2,4,2,4,2,Strategic,Strategic,227,0.0,-0.038
SI,2023-08-14,96.9,-2.35,4.98,"Castro, Miguel",686668,612434,strikeout,called_strike,,,,,5,Brenton Doyle called out on strikes.,R,R,R,1,0,S,2,ground_ball,1,2,2023,-1.36,0.12,0.22,2.53,453568,453568,453568,2,7,Bot,139.88,140.37,,,672515,,,10.062804580353829,-140.92997751803472,-1.3410297164497615,-20.304433936613776,28.24543785051456,-30.43704321167747,3.6,1.7,242,79.2,27,98.1,2257,6.7,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.75,0.251,0.255,0.0,1,0,0,2,54,4,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,246,-0.015,-0.072
SL,2023-08-14,81.5,-2.4,5.01,"Castro, Miguel",686668,612434,strikeout,ball,,,,,14,Brenton Doyle called out on strikes.,R,R,R,1,0,B,2,ground_ball,0,2,2023,1.4,-0.22,1.27,1.03,453568,453568,453568,2,7,Bot,139.88,140.37,,,672515,,,5.586470768965722,-118.70477498242984,-1.98788406794576,12.280312402168844,21.468008464601084,-34.07052401288264,3.6,1.7,242,79.2,27,82.3,2506,6.6,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.85,0.251,0.255,0.0,1,0,0,2,54,3,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,66,0.0,0.009
SL,2023-08-14,80.8,-2.48,4.99,"Castro, Miguel",686668,612434,strikeout,swinging_strike,,,,,14,Brenton Doyle called out on strikes.,R,R,R,1,0,S,2,ground_ball,0,1,2023,1.63,-0.12,0.66,1.2,453568,453568,453568,2,7,Bot,139.88,140.37,,,672515,,,3.903364811349487,-117.69913335715565,-1.6227894904804794,14.502002786541087,21.58184614708349,-33.18009717894365,3.6,1.7,242,79.2,27,81.6,2896,6.7,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.79,0.251,0.255,0.0,1,0,0,2,54,2,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,69,0.0,-0.024
SL,2023-08-14,81.7,-2.54,4.93,"Castro, Miguel",686668,612434,strikeout,called_strike,,,,,7,Brenton Doyle called out on strikes.,R,R,R,1,0,S,2,ground_ball,0,0,2023,1.27,-0.01,-0.79,1.75,453568,453568,453568,2,7,Bot,139.88,140.37,,,672515,,,1.5185482800300392,-119.13910153456176,-0.6650701792311072,11.879988574254169,20.552528077985176,-32.30954697266082,3.6,1.7,242,79.2,27,82.6,1423,6.5,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.97,0.251,0.255,0.0,1,0,0,2,54,1,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,105,0.0,-0.018
SL,2023-08-14,82.0,-2.34,5.03,"Castro, Miguel",660707,612434,field_out,hit_into_play,,,,,14,"Elehuris Montero grounds out, third baseman Jace Peterson to first baseman Christian Walker.",R,R,R,1,0,X,5,ground_ball,1,2,2023,1.27,-0.07,0.08,1.45,453568,453568,453568,1,7,Bot,100.66,166.37,,,672515,,,3.0327729614407657,-119.5107682934933,-1.5199952140744115,11.733338691582947,20.394920931530823,-32.77165079594643,3.33,1.64,3,85.7,-27,82.9,2773,6.5,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.98,0.049,0.046,0.0,1,0,0,2,53,5,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,54,-0.026,-0.119
SI,2023-08-14,96.0,-2.34,4.97,"Castro, Miguel",660707,612434,field_out,foul,,,,,13,"Elehuris Montero grounds out, third baseman Jace Peterson to first baseman Christian Walker.",R,R,R,1,0,S,5,ground_ball,1,2,2023,-0.9,0.31,-1.06,2.38,453568,453568,453568,1,7,Bot,100.66,166.37,,,672515,,,5.465109075646761,-139.78471272882538,-2.035953487658451,-12.978933116310186,28.32330765773822,-27.82450471423787,3.33,1.64,110,107.2,4,97.3,2075,6.8,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.74,0.049,0.046,0.0,1,0,0,2,53,4,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,249,0.0,0.0
SL,2023-08-14,83.7,-2.28,5.0,"Castro, Miguel",660707,612434,field_out,ball,,,,,14,"Elehuris Montero grounds out, third baseman Jace Peterson to first baseman Christian Walker.",R,R,R,1,0,B,5,ground_ball,0,2,2023,1.27,0.02,2.01,1.66,453568,453568,453568,1,7,Bot,100.66,166.37,,,672515,,,7.442184642614233,-121.75656577580308,-1.3676139724263778,11.339013681486556,22.37608470429537,-31.891398923279603,3.33,1.64,110,107.2,4,84.5,3021,6.7,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.82,0.049,0.046,0.0,1,0,0,2,53,3,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,23,0.0,0.012
SL,2023-08-14,81.7,-2.37,4.97,"Castro, Miguel",660707,612434,field_out,swinging_strike,,,,,14,"Elehuris Montero grounds out, third baseman Jace Peterson to first baseman Christian Walker.",R,R,R,1,0,S,5,ground_ball,0,1,2023,1.5,-0.22,1.58,0.62,453568,453568,453568,1,7,Bot,100.66,166.37,,,672515,,,6.05054143315831,-118.9674656539337,-2.857721025985163,13.296050619479294,21.039209975834023,-33.951533924048434,3.33,1.64,110,107.2,4,82.6,2801,6.7,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.79,0.049,0.046,0.0,1,0,0,2,53,2,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,61,0.0,-0.036
SL,2023-08-14,82.4,-2.63,4.98,"Castro, Miguel",660707,612434,field_out,called_strike,,,,,8,"Elehuris Montero grounds out, third baseman Jace Peterson to first baseman Christian Walker.",R,R,R,1,0,S,5,ground_ball,0,0,2023,1.45,0.06,-0.26,1.69,453568,453568,453568,1,7,Bot,100.66,166.37,,,672515,,,2.5651226552195774,-120.0856196431724,-1.1616424940351289,13.707483163801536,21.2485835445057,-31.531041057651283,3.33,1.64,110,107.2,4,83.3,2942,6.6,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.91,0.049,0.046,0.0,1,0,0,2,53,1,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,71,0.0,-0.027
SL,2023-08-14,82.3,-2.55,4.96,"Castro, Miguel",669911,612434,strikeout,swinging_strike,,,,,9,Michael Toglia strikes out swinging.,R,L,R,1,0,S,2,ground_ball,2,2,2023,1.0,-0.03,0.32,1.7,453568,453568,453568,0,7,Bot,100.66,166.37,,,672515,,,4.583349571845753,-119.89381262772449,-0.8836539463348038,8.92156030763132,20.765705117828848,-32.50963190509595,3.66,1.74,110,107.2,4,83.1,2875,6.5,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.98,0.049,0.046,0.0,1,0,0,2,52,5,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Strategic,Standard,67,-0.038,-0.21
SL,2023-08-14,83.1,-2.73,4.98,"Castro, Miguel",669911,612434,strikeout,called_strike,,,,,13,Michael Toglia strikes out swinging.,R,L,R,1,0,S,2,ground_ball,2,1,2023,1.06,-0.12,-0.35,1.54,453568,453568,453568,0,7,Bot,100.66,166.37,,,672515,,,3.411874172171889,-121.0408201128947,-1.2422805874166,9.835926827178884,22.15789539154402,-33.2941098548999,3.66,1.74,110,107.2,4,83.8,2925,6.5,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.96,0.049,0.046,0.0,1,0,0,2,52,4,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,70,0.0,-0.065
SI,2023-08-14,96.4,-2.45,5.05,"Castro, Miguel",669911,612434,strikeout,foul,,,,,7,Michael Toglia strikes out swinging.,R,L,R,1,0,S,2,ground_ball,2,0,2023,-1.01,0.53,-0.78,2.01,453568,453568,453568,0,7,Bot,100.66,166.37,,,672515,,,6.7952648213261,-140.39982031048066,-3.7925227914332185,-14.883512236658476,28.398483259733776,-24.53793425040249,3.66,1.74,1,78.6,-57,97.7,2186,6.7,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.78,0.049,0.046,0.0,1,0,0,2,52,3,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,244,0.0,-0.061
SL,2023-08-14,81.7,-2.73,5.05,"Castro, Miguel",669911,612434,strikeout,ball,,,,,14,Michael Toglia strikes out swinging.,R,L,R,1,0,B,2,ground_ball,1,0,2023,1.31,0.04,0.71,0.84,453568,453568,453568,0,7,Bot,100.66,166.37,,,672515,,,5.248261560691353,-118.8779377898742,-2.983674133510785,11.451728445837077,22.331088244883237,-31.47481712578293,3.66,1.74,1,78.6,-57,82.0,2769,6.5,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,54.05,0.049,0.046,0.0,1,0,0,2,52,2,Slider,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,68,0.0,0.063
SI,2023-08-14,96.9,-2.8,4.98,"Castro, Miguel",669911,612434,strikeout,ball,,,,,11,Michael Toglia strikes out swinging.,R,L,R,1,0,B,2,ground_ball,0,0,2023,-1.23,0.48,-1.89,2.87,453568,453568,453568,0,7,Bot,100.66,166.37,,,672515,,,5.265858979121843,-141.13535514939414,-1.251611003367103,-17.64428708759501,28.55842836729985,-25.684672780218097,3.66,1.74,1,78.6,-57,98.0,2091,6.6,716998,612434,672515,572233,606466,607054,672695,666971,677950,682998,53.88,0.049,0.046,0.0,1,0,0,2,52,1,Sinker,0.16666666666666666,0.4,2,4,4,2,2,4,Standard,Standard,256,0.0,0.037
FF,2023-08-14,86.3,3.19,6.27,"Suter, Brent",672695,608718,field_out,hit_into_play,,,,,1,"Geraldo Perdomo grounds out, second baseman Brendan Rodgers to pitcher Brent Suter.",R,R,L,1,0,X,4,ground_ball,1,1,2023,-0.44,0.85,-0.6,3.38,453568,453568,453568,2,7,Top,144.8,149.45,,,553869,,,-8.273429611073842,-125.55080798213054,-2.488148698295988,-3.261705302391328,22.07356059563905,-22.838665410466444,3.37,1.57,70,53.9,9,88.3,2917,7.2,716998,608718,553869,660707,663898,641857,678662,666134,686668,669911,53.27,0.123,0.111,0.0,1,0,0,1,51,3,4-Seam Fastball,0.16666666666666666,0.4,4,2,4,2,4,2,Standard,Standard,169,0.008,-0.1
