pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CH,2023-08-14,87.5,-2.79,5.21,"Gott, Trevor",663845,641627,field_out,called_strike,,,,,4,Alfonso Rivas flies out to left fielder Brandon Nimmo.,R,L,R,4,6,S,7,fly_ball,1,1,2023,-1.2,0.14,-0.72,2.63,,,542364,0,8,Top,54.85,129.79,,,682626,,,7.418902326217255,-127.33216978011444,-0.4093435481406485,-14.583250480211271,25.34594174402739,-30.779922564972075,3.44,1.65,246,87.4,55,87.3,1302,6.1,717002,641627,682626,624413,660620,668901,596019,607043,542364,643446,54.41,0.017,0.02,0.0,1,0,0,3,68,3,Changeup,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,253,0.0,-0.053
FC,2023-08-14,91.0,-2.91,5.4,"Gott, Trevor",663845,641627,field_out,called_strike,,,,,2,Alfonso Rivas flies out to left fielder Brandon Nimmo.,R,L,R,4,6,S,7,fly_ball,1,0,2023,0.07,0.62,-0.14,3.42,,,542364,0,8,Top,54.85,129.79,,,682626,,,6.743782670247406,-132.3862590360271,-0.4362394044878928,-0.5499052298163706,27.050632630024296,-24.91736779885169,3.44,1.71,246,87.4,55,90.5,2097,5.9,717002,641627,682626,624413,660620,668901,596019,607043,542364,643446,54.58,0.017,0.02,0.0,1,0,0,3,68,2,Cutter,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,207,0.0,-0.048
CU,2023-08-14,79.9,-2.95,5.4,"Gott, Trevor",663845,641627,field_out,ball,,,,,11,Alfonso Rivas flies out to left fielder Brandon Nimmo.,R,L,R,4,6,B,7,fly_ball,0,0,2023,0.91,-0.57,-1.91,4.32,,,542364,0,8,Top,54.85,129.79,,,682626,,,0.5762366660496282,-116.10283220240515,5.418926279285995,8.081747343752474,23.143882852730847,-38.6362190993396,3.44,1.6,246,87.4,55,79.0,1806,5.9,717002,641627,682626,624413,660620,668901,596019,607043,542364,643446,54.64,0.017,0.02,0.0,1,0,0,3,68,1,Curveball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,52,0.0,0.037
FF,2023-08-14,95.5,-1.87,5.98,"Bido, Osvaldo",596129,674370,strikeout,swinging_strike,,,,,2,Daniel Vogelbach strikes out swinging.,R,L,R,4,6,S,2,fly_ball,0,2,2023,-0.74,1.43,0.05,2.89,,,542364,2,7,Bot,54.85,129.79,,,682848,,,6.713024878272965,-138.73946732129158,-5.643933166545973,-11.180677291628395,34.39306850831399,-12.67024697477308,3.13,1.52,246,87.4,55,94.9,2361,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.25,0.017,0.02,0.0,1,0,0,3,67,3,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,222,-0.001,-0.064
FF,2023-08-14,95.9,-1.77,5.88,"Bido, Osvaldo",596129,674370,strikeout,called_strike,,,,,6,Daniel Vogelbach strikes out swinging.,R,L,R,4,6,S,2,fly_ball,0,1,2023,-0.63,1.33,0.37,2.26,,,542364,2,7,Bot,54.85,129.79,,,682848,,,7.113578085922722,-139.30828479688984,-6.956496595476224,-9.81989655504341,32.855316984857474,-13.460230746719084,3.13,1.52,246,87.4,55,96.0,2417,6.6,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.93,0.017,0.02,0.0,1,0,0,3,67,2,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,220,0.0,-0.024
FF,2023-08-14,96.4,-1.72,5.84,"Bido, Osvaldo",596129,674370,strikeout,called_strike,,,,,5,Daniel Vogelbach strikes out swinging.,R,L,R,4,6,S,2,fly_ball,0,0,2023,-0.7,1.48,-0.04,2.26,,,542364,2,7,Bot,54.85,129.79,,,682848,,,6.089639300385458,-140.07717998627322,-7.285029362540431,-10.686636998118356,33.72828000847272,-11.287079230414538,3.13,1.52,246,87.4,55,96.4,2384,6.5,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.0,0.017,0.02,0.0,1,0,0,3,67,1,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,218,0.0,-0.018
SL,2023-08-14,85.1,-1.81,5.94,"Bido, Osvaldo",682626,674370,strikeout,called_strike,,,,,12,Francisco Alvarez called out on strikes.,R,R,R,4,6,S,2,fly_ball,1,2,2023,0.45,-0.21,0.85,2.77,,,542364,1,7,Bot,54.85,129.79,,,682848,,,5.342545715890674,-123.90856604224328,-0.6844453098620755,3.4913188121621626,25.654583053421387,-34.39211788215885,3.27,1.57,246,87.4,55,85.0,2231,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.24,0.017,0.02,0.0,1,0,0,3,66,6,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,60,0.0,-0.119
SI,2023-08-14,96.0,-1.7,5.86,"Bido, Osvaldo",682626,674370,strikeout,ball,,,,,13,Francisco Alvarez called out on strikes.,R,R,R,4,6,B,2,fly_ball,0,2,2023,-1.28,0.95,-0.01,0.55,,,542364,1,7,Bot,54.85,129.79,,,682848,,,7.377049616226913,-139.2751809771919,-10.602076742013862,-18.27853460092328,30.961895892485515,-17.604601802911947,3.33,1.57,246,87.4,55,96.2,2266,6.6,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.93,0.017,0.02,0.0,1,0,0,3,66,5,Sinker,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,218,0.0,0.012
SL,2023-08-14,83.2,-1.8,5.87,"Bido, Osvaldo",682626,674370,strikeout,foul,,,,,13,Francisco Alvarez called out on strikes.,R,R,R,4,6,S,2,fly_ball,0,2,2023,0.89,-0.06,-0.24,1.2,,,542364,1,7,Bot,54.85,129.79,,,682848,,,1.8317501400866028,-121.04473680021796,-4.086644314433696,8.281123643196246,25.797289653142617,-32.0837237615359,3.33,1.57,1,61.4,-39,82.8,2262,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.25,0.017,0.02,0.0,1,0,0,3,66,4,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,49,0.0,0.0
SL,2023-08-14,85.7,-1.86,5.86,"Bido, Osvaldo",682626,674370,strikeout,foul,,,,,14,Francisco Alvarez called out on strikes.,R,R,R,4,6,S,2,fly_ball,0,2,2023,0.52,0.4,0.19,1.33,,,542364,1,7,Bot,54.85,129.79,,,682848,,,3.788265685771395,-124.71754110066888,-5.2372821356911725,4.656461767754746,24.50917099968696,-27.192590250882965,3.33,1.57,1,61.4,-39,85.7,2225,6.2,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.26,0.017,0.02,0.0,1,0,0,3,66,3,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,63,0.0,0.0
SI,2023-08-14,96.4,-1.82,5.85,"Bido, Osvaldo",682626,674370,strikeout,foul_tip,,,,,5,Francisco Alvarez called out on strikes.,R,R,R,4,6,S,2,fly_ball,0,1,2023,-1.28,0.87,-0.09,2.72,,,542364,1,7,Bot,54.85,129.79,,,682848,,,7.534665610808306,-140.16550462345285,-4.771933412340667,-18.579666582113493,30.749717351260664,-19.750995246950623,3.33,1.57,6,61.4,-39,96.9,2068,6.6,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.94,0.017,0.02,0.0,1,0,0,3,66,2,Sinker,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,219,0.0,-0.036
SI,2023-08-14,95.8,-1.7,5.81,"Bido, Osvaldo",682626,674370,strikeout,foul,,,,,6,Francisco Alvarez called out on strikes.,R,R,R,4,6,S,2,fly_ball,0,0,2023,-1.25,0.93,0.47,2.32,,,542364,1,7,Bot,54.85,129.79,,,682848,,,8.607303084705416,-139.30150145698286,-5.790379830873321,-18.153472226616564,28.541804231620517,-18.959366769898512,3.33,1.57,183,82.7,60,96.7,2242,6.6,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.86,0.017,0.02,0.0,1,0,0,3,66,1,Sinker,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,216,0.0,-0.027
SL,2023-08-14,85.7,-2.02,5.95,"Bido, Osvaldo",643446,674370,field_out,hit_into_play,,,,,7,Jeff McNeil flies out to center fielder Jack Suwinski.,R,L,R,4,6,X,8,fly_ball,1,2,2023,0.7,-0.13,-0.35,2.03,,,542364,0,7,Bot,98.21,89.6,,,682848,,,2.5408012000471625,-124.82132543188204,-2.76033596175069,6.8080547796014885,24.061880321517517,-33.18679252389684,3.53,1.65,281,89.9,45,85.9,2253,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.24,0.009,0.012,0.0,1,0,0,3,65,4,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,82,-0.002,-0.173
SL,2023-08-14,82.5,-2.01,5.9,"Bido, Osvaldo",643446,674370,field_out,ball,,,,,13,Jeff McNeil flies out to center fielder Jack Suwinski.,R,L,R,4,6,B,8,fly_ball,0,2,2023,0.96,-0.02,-0.92,0.86,,,542364,0,7,Bot,98.21,89.6,,,682848,,,0.6025673209867388,-120.12979262699118,-4.875805469379566,9.084933087256925,25.19017720615281,-31.53977028886099,3.53,1.65,281,89.9,45,82.1,2077,6.2,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.31,0.009,0.012,0.0,1,0,0,3,65,3,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,55,0.0,0.022
FF,2023-08-14,94.9,-1.93,5.89,"Bido, Osvaldo",643446,674370,field_out,foul,,,,,11,Jeff McNeil flies out to center fielder Jack Suwinski.,R,L,R,4,6,S,8,fly_ball,0,1,2023,-0.76,1.11,-0.83,3.06,,,542364,0,7,Bot,98.21,89.6,,,682848,,,4.578136375052515,-138.20202237316383,-4.285411065515938,-10.790455326751156,28.210434177303693,-17.21248258521648,3.53,1.65,300,91.5,21,95.5,2317,6.4,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.11,0.009,0.012,0.0,1,0,0,3,65,2,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,221,0.0,-0.047
FF,2023-08-14,95.1,-1.81,5.89,"Bido, Osvaldo",643446,674370,field_out,foul,,,,,6,Jeff McNeil flies out to center fielder Jack Suwinski.,R,L,R,4,6,S,8,fly_ball,0,0,2023,-0.72,1.47,0.33,2.88,,,542364,0,7,Bot,98.21,89.6,,,682848,,,7.24876228696596,-138.19724850804184,-5.534375601858325,-10.861718946950738,31.131457540939063,-12.246127274426366,3.53,1.65,183,69.1,54,95.3,2429,6.5,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.02,0.009,0.012,0.0,1,0,0,3,65,1,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,219,0.0,-0.038
FF,2023-08-14,93.3,-2.58,4.85,"Bickford, Phil",682848,641360,field_out,hit_into_play,,,,,5,Endy Rodriguez flies out to left fielder Brandon Nimmo in foul territory.,R,L,R,4,6,X,7,fly_ball,1,0,2023,-0.47,1.24,0.26,2.27,,,680779,2,7,Top,48.57,128.2,,,682626,,,8.342734386214623,-135.64669111924894,-3.560438275609316,-7.702163324573811,31.678344315817057,-16.266909584159123,3.16,1.52,260,88.1,52,93.2,2377,6.4,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,54.08,0.014,0.019,0.0,1,0,0,3,64,2,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,221,0.006,-0.267
FF,2023-08-14,93.4,-2.5,4.95,"Bickford, Phil",682848,641360,field_out,ball,,,,,11,Endy Rodriguez flies out to left fielder Brandon Nimmo in foul territory.,R,L,R,4,6,B,7,fly_ball,0,0,2023,-0.59,1.23,-0.6,3.73,,,680779,2,7,Top,48.57,128.2,,,682626,,,6.262894403239399,-135.9096317120432,-0.0747955221150651,-8.741756212497156,31.594203468735223,-17.173029864226987,3.1,1.58,260,88.1,52,94.3,2328,7.0,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.53,0.014,0.019,0.0,1,0,0,3,64,1,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,222,0.0,0.028
FF,2023-08-14,93.3,-2.37,4.98,"Bickford, Phil",680779,641360,walk,ball,,,,,11,Henry Davis walks.,R,R,R,4,6,B,7,fly_ball,3,1,2023,-0.46,1.34,-0.93,3.75,,,680779,2,7,Top,48.57,128.2,,,682626,,,4.750660376846893,-135.73543080165555,-0.2993647206215433,-6.79015513413921,31.706989954765582,-15.906297081130097,3.37,1.74,260,88.1,52,93.8,2339,6.7,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.77,0.014,0.019,0.7,1,0,0,3,63,5,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,215,-0.003,0.067
FF,2023-08-14,92.6,-2.54,4.99,"Bickford, Phil",680779,641360,walk,ball,,,,,11,Henry Davis walks.,R,R,R,4,6,B,7,fly_ball,2,1,2023,-0.38,1.27,-0.12,3.89,,,680779,2,7,Top,48.57,128.2,,,682626,,,7.032433291773794,-134.73557720852958,0.2146454550630726,-6.169099009515247,30.118121136870588,-16.94997188476807,3.43,1.74,260,88.1,52,93.0,2210,6.6,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.9,0.014,0.019,0.7,1,0,0,3,63,4,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,206,0.0,0.048
SL,2023-08-14,85.3,-2.42,5.0,"Bickford, Phil",680779,641360,walk,ball,,,,,14,Henry Davis walks.,R,R,R,4,6,B,7,fly_ball,1,1,2023,0.65,0.0,1.21,0.81,,,680779,2,7,Top,48.57,128.2,,,682626,,,7.29391644788819,-123.95508125098554,-3.5286220011597806,5.115728914898036,27.019074594770466,-31.622625188014453,3.43,1.74,260,88.1,52,85.8,2373,6.9,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.58,0.014,0.019,0.7,1,0,0,3,63,3,Slider,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,114,0.0,0.022
FF,2023-08-14,93.8,-2.41,4.97,"Bickford, Phil",680779,641360,walk,called_strike,,,,,1,Henry Davis walks.,R,R,R,4,6,S,7,fly_ball,1,0,2023,-0.59,1.51,-0.69,3.37,,,680779,2,7,Top,48.57,128.2,,,682626,,,5.816230244922544,-136.4462928864454,-1.709184604427482,-8.729740717418176,32.07011355791865,-13.271370798871525,3.49,1.74,260,88.1,52,94.4,2495,6.8,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.7,0.014,0.019,0.7,1,0,0,3,63,2,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,215,0.0,-0.022
FF,2023-08-14,93.4,-2.57,4.99,"Bickford, Phil",680779,641360,walk,ball,,,,,11,Henry Davis walks.,R,R,R,4,6,B,7,fly_ball,0,0,2023,-0.4,1.41,-0.86,3.3,,,680779,2,7,Top,48.57,128.2,,,682626,,,5.334849980753723,-136.004786304541,-1.6988007121747608,-6.181912594674266,30.70977137325135,-14.56023592650662,3.37,1.68,260,88.1,52,94.2,2453,6.8,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.71,0.014,0.019,0.7,1,0,0,3,63,1,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,215,0.0,0.018
FF,2023-08-14,94.6,-2.48,4.99,"Bickford, Phil",669261,641360,field_out,hit_into_play,,,,,5,Jack Suwinski lines out sharply to right fielder Jeff McNeil.,R,L,R,4,6,X,9,line_drive,1,2,2023,-0.33,1.35,0.04,2.52,,,680779,1,7,Top,201.68,84.66,,,682626,,,7.3409103001066995,-137.59549587582393,-3.7786348066595465,-5.809509872372459,30.96945438454167,-14.34815927919414,3.44,1.63,338,106.1,20,95.1,2447,6.6,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.87,0.771,1.112,0.0,1,0,0,6,62,4,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Strategic,Standard,220,0.004,-0.119
FF,2023-08-14,93.4,-2.54,4.89,"Bickford, Phil",669261,641360,field_out,foul_tip,,,,,1,Jack Suwinski lines out sharply to right fielder Jeff McNeil.,R,L,R,4,6,S,9,line_drive,1,1,2023,-0.53,1.39,-0.59,3.07,,,680779,1,7,Top,201.68,84.66,,,682626,,,6.239712069471884,-135.87302980642406,-2.016887766618364,-7.930865462168966,28.97513550026453,-14.669890888195702,3.44,1.63,338,106.1,20,94.1,2499,6.7,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.82,0.771,1.112,0.0,1,0,0,6,62,3,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,219,0.0,-0.043
SL,2023-08-14,85.2,-2.63,4.95,"Bickford, Phil",669261,641360,field_out,ball,,,,,14,Jack Suwinski lines out sharply to right fielder Jeff McNeil.,R,L,R,4,6,B,9,line_drive,0,1,2023,0.85,0.01,0.56,1.33,,,680779,1,7,Top,201.68,84.66,,,682626,,,5.85533292819808,-124.02491617632911,-2.2227354974839963,7.524541537964724,25.678112402445198,-31.794974273289803,3.44,1.63,338,106.1,20,86.1,2352,7.0,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.55,0.771,1.112,0.0,1,0,0,6,62,2,Slider,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,140,0.0,0.02
FF,2023-08-14,92.7,-2.59,4.88,"Bickford, Phil",669261,641360,field_out,called_strike,,,,,1,Jack Suwinski lines out sharply to right fielder Jeff McNeil.,R,L,R,4,6,S,9,line_drive,0,0,2023,-0.67,1.35,-0.53,3.2,,,680779,1,7,Top,201.68,84.66,,,682626,,,6.845057046523803,-134.94888473464803,-1.482601360886044,-9.684687219444104,29.052475049379687,-15.50733849567404,3.44,1.69,338,106.1,20,93.9,2379,7.0,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.53,0.771,1.112,0.0,1,0,0,6,62,1,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,224,0.0,-0.027
FF,2023-08-14,93.0,-2.46,5.0,"Bickford, Phil",663647,641360,field_out,hit_into_play,,,,,4,Ke'Bryan Hayes pops out to second baseman Jonathan Arauz.,R,R,R,4,6,X,4,popup,0,0,2023,-0.5,1.42,-0.3,2.55,,,680779,0,7,Top,137.84,134.09,,,682626,,,6.701996800425463,-135.1989016438217,-3.605365804289586,-7.637760743607553,30.289819395426,-14.239492180223523,3.17,1.49,169,92.9,64,93.6,2448,6.8,717002,641360,682626,624413,660620,668901,596019,607043,542364,643446,53.73,0.003,0.003,0.0,1,0,0,3,61,1,4-Seam Fastball,0.5833333333333333,0.2,2,7,2,7,2,7,Standard,Standard,216,0.009,-0.236
SL,2023-08-14,83.7,-1.78,5.93,"Bido, Osvaldo",624413,674370,field_out,hit_into_play,,,,,8,Pete Alonso pops out to third baseman Ke'Bryan Hayes.,R,R,R,4,6,X,5,popup,2,2,2023,0.92,0.23,0.05,2.05,,,596019,2,6,Bot,93.97,156.78,,,682848,,,2.4062511721971798,-121.8895554240356,-2.9919478416951204,8.722458872211332,24.0049787812172,-29.49859491730557,3.37,1.63,136,87.1,67,83.9,2200,6.4,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.12,0.003,0.003,0.0,1,0,0,3,60,6,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,56,-0.003,-0.201
SL,2023-08-14,81.8,-1.95,5.92,"Bido, Osvaldo",624413,674370,field_out,foul,,,,,8,Pete Alonso pops out to third baseman Ke'Bryan Hayes.,R,R,R,4,6,S,5,popup,2,2,2023,1.24,-0.08,-0.18,1.62,,,596019,2,6,Bot,93.97,156.78,,,682848,,,1.600681162882201,-119.15966960928851,-2.9744922318863285,11.479967996885028,23.36315770619029,-32.56213786217115,3.37,1.63,9,83.5,-12,81.7,2257,6.2,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.3,0.003,0.003,0.0,1,0,0,3,60,5,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,40,0.0,0.0
SI,2023-08-14,96.4,-1.69,5.95,"Bido, Osvaldo",624413,674370,field_out,called_strike,,,,,6,Pete Alonso pops out to third baseman Ke'Bryan Hayes.,R,R,R,4,6,S,5,popup,2,1,2023,-1.28,0.95,0.5,2.44,,,596019,2,6,Bot,93.97,156.78,,,682848,,,8.77835716475678,-139.95770034362465,-5.8929797802644925,-18.763871887353385,32.28862077043913,-18.48805229698219,3.43,1.63,9,83.5,-12,96.8,2231,6.7,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.83,0.003,0.003,0.0,1,0,0,3,60,4,Sinker,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,217,0.0,-0.056
SL,2023-08-14,84.1,-1.87,5.91,"Bido, Osvaldo",624413,674370,field_out,ball,,,,,13,Pete Alonso pops out to third baseman Ke'Bryan Hayes.,R,R,R,4,6,B,5,popup,1,1,2023,0.88,0.09,-0.09,1.05,,,596019,2,6,Bot,93.97,156.78,,,682848,,,2.3789605095931208,-122.38306575235542,-5.018883909654611,8.358145998155823,25.24115180036945,-30.427959541260268,3.43,1.69,9,83.5,-12,83.9,2273,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.24,0.003,0.003,0.0,1,0,0,3,60,3,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,64,0.0,0.035
SL,2023-08-14,85.0,-1.88,5.94,"Bido, Osvaldo",624413,674370,field_out,ball,,,,,14,Pete Alonso pops out to third baseman Ke'Bryan Hayes.,R,R,R,4,6,B,5,popup,0,1,2023,0.94,0.18,1.22,1.5,,,596019,2,6,Bot,93.97,156.78,,,682848,,,5.393635671010313,-123.55430092368556,-4.378096145055095,8.379891828356696,26.626200903300465,-29.58248760899469,3.48,1.69,9,83.5,-12,84.6,2287,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.25,0.003,0.003,0.0,1,0,0,3,60,2,Slider,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,57,0.0,0.022
SI,2023-08-14,96.5,-1.86,5.85,"Bido, Osvaldo",624413,674370,field_out,called_strike,,,,,7,Pete Alonso pops out to third baseman Ke'Bryan Hayes.,R,R,R,4,6,S,5,popup,0,0,2023,-1.22,1.17,-0.46,2.05,,,596019,2,6,Bot,93.97,156.78,,,682848,,,6.50630200813293,-140.29208404735286,-7.250702849069406,-17.52444738620006,30.393100276145343,-15.292604296567111,3.6,1.74,9,83.5,-12,97.0,2250,6.5,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.96,0.003,0.003,0.0,1,0,0,3,60,1,Sinker,0.5833333333333333,0.2,7,2,2,7,7,2,Standard,Standard,215,0.0,-0.039
SI,2023-08-14,95.5,-1.79,5.91,"Bido, Osvaldo",596019,674370,walk,ball,,,,,14,Francisco Lindor walks.,R,L,R,4,6,B,5,popup,3,1,2023,-1.04,0.92,0.93,1.73,,,596019,2,6,Bot,93.97,156.78,,,682848,,,9.520564957062684,-138.61206501972777,-7.47174133986784,-15.470237909467926,29.906420560560747,-18.741027839819008,3.26,1.65,9,83.5,-12,95.9,2195,6.6,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.94,0.003,0.003,0.7,1,0,0,3,59,5,Sinker,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,210,0.002,0.067
FF,2023-08-14,97.0,-1.83,5.98,"Bido, Osvaldo",596019,674370,walk,foul,,,,,12,Francisco Lindor walks.,R,L,R,4,6,S,5,popup,3,0,2023,-0.55,1.5,0.95,2.86,,,596019,2,6,Bot,93.97,156.78,,,682848,,,8.689351987523963,-140.87118171004758,-6.183896685139461,-9.490819353864907,35.99064310829041,-10.967913707978909,3.26,1.48,59,60.5,84,96.5,2513,6.4,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.13,0.003,0.003,0.7,1,0,0,3,59,4,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,214,0.0,-0.02
FF,2023-08-14,97.2,-1.85,5.93,"Bido, Osvaldo",596019,674370,walk,ball,,,,,14,Francisco Lindor walks.,R,L,R,4,6,B,5,popup,2,0,2023,-0.56,1.44,1.14,2.24,,,596019,2,6,Bot,93.97,156.78,,,682848,,,9.266691198830468,-140.99892402442492,-7.570769826712146,-9.689779269115911,35.688086520531776,-11.369974191821637,3.26,1.59,59,60.5,84,96.7,2483,6.4,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.08,0.003,0.003,0.7,1,0,0,3,59,3,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,216,0.0,0.046
CH,2023-08-14,90.0,-1.78,5.84,"Bido, Osvaldo",596019,674370,walk,ball,,,,,13,Francisco Lindor walks.,R,L,R,4,6,B,5,popup,1,0,2023,-1.25,0.94,-1.18,1.54,,,596019,2,6,Bot,93.97,156.78,,,682848,,,4.162752074877487,-130.91917852389312,-6.734096047817578,-15.269543561924674,28.87994147149894,-20.06586884255604,3.32,1.54,59,60.5,84,90.4,2076,6.7,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,53.83,0.003,0.003,0.7,1,0,0,3,59,2,Changeup,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,221,0.0,0.022
FF,2023-08-14,97.1,-1.74,5.91,"Bido, Osvaldo",596019,674370,walk,ball,,,,,12,Francisco Lindor walks.,R,L,R,4,6,B,5,popup,0,0,2023,-0.6,1.48,1.06,2.96,,,596019,2,6,Bot,93.97,156.78,,,682848,,,8.868689708467919,-140.99878686135438,-5.672626889227347,-10.2773757967386,36.85529926736466,-11.373703657391646,3.32,1.59,59,60.5,84,96.6,2371,6.5,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.02,0.003,0.003,0.7,1,0,0,3,59,1,4-Seam Fastball,0.5833333333333333,0.2,7,2,2,7,7,2,Strategic,Standard,215,0.0,0.018
FF,2023-08-14,96.1,-1.9,6.01,"Bido, Osvaldo",607043,674370,home_run,hit_into_play,,,,,4,Brandon Nimmo homers (16) on a fly ball to center field.,R,L,R,4,6,X,5,fly_ball,0,2,2023,-0.82,1.27,-0.49,2.62,,,596019,2,6,Bot,89.52,47.07,,,682848,,,5.59809943735225,-139.69891330797003,-6.186794102322307,-12.076624772426731,35.421183009913214,-14.314952865054485,3.43,1.66,387,100.4,28,95.6,2411,6.3,717002,674370,682848,663845,678894,663647,675961,656582,669261,680779,54.16,0.589,1.11,2.0,1,0,3,6,58,7,4-Seam Fastball,0.5,0.2,6,2,2,7,7,2,Strategic,Standard,221,0.024,1.042
