Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
Gro Margit Sandberg,F,16.0,165.0,50.0,NOR,1972,Vault,none
Bergljot Sandvik-Johansen,F,30.0,167.0,58.0,NOR,1952,Vault,none
Gabriella Santarelli,F,24.0,155.0,54.0,ITA,1960,Vault,none
Ingrid Santer,F,17.0,159.0,43.0,FRG,1972,Vault,none
Tuovi Inkeri Sappinen (-Cochrane),F,19.0,158.0,50.0,FIN,1960,Vault,none
Katarna arisk (-Mulders),F,14.0,174.0,44.0,TCH,1980,Vault,none
Anita auerov,F,17.0,162.0,50.0,TCH,1980,Vault,none
Liliana Scaricabarozzi,F,17.0,,,ITA,1952,Vault,none
Bettina Schieferdecker,F,20.0,164.0,53.0,GDR,1988,Vault,none
Gretel Schiener,F,20.0,170.0,49.0,GER,1960,Vault,none
Richarda Schmeier (-Hartmann),F,18.0,158.0,46.0,GDR,1972,Vault,none
Magdalena Schmidt (-Jakob),F,19.0,160.0,50.0,GDR,1968,Vault,none
Christine Schmitt (-Dressel),F,19.0,172.0,54.0,GDR,1972,Vault,none
Renate Schneider,F,21.0,159.0,50.0,GER,1960,Vault,none
Anke Schnfelder,F,16.0,163.0,46.0,GER,1992,Vault,none
Uta Schorn (-Freise),F,15.0,157.0,43.0,FRG,1972,Vault,none
Uta Schorn (-Freise),F,18.0,157.0,43.0,FRG,1976,Vault,none
Edeltraud Schramm (-Grossfurthner),F,28.0,,,AUT,1952,Vault,none
Diana Schrder,F,17.0,163.0,46.0,GER,1992,Vault,none
Clara Marie Schroth-Lomady,F,31.0,,,USA,1952,Vault,none
"Edeltraud ""Traudl"" Schubert",F,18.0,162.0,52.0,FRG,1976,Vault,none
Heike Schwarm,F,16.0,162.0,50.0,FRG,1984,Vault,none
Jaroslava Sedlkov (imov-),F,18.0,158.0,52.0,TCH,1964,Vault,none
Inge Sedlmaier,F,27.0,,,GER,1952,Vault,none
Chantal Seggiaro (-Nallet),F,20.0,168.0,58.0,FRA,1976,Vault,none
Natalie Michle Seiler (-Pedrocchi),F,15.0,160.0,48.0,SUI,1984,Vault,none
Zuzana Sekerov,F,15.0,156.0,50.0,SVK,2000,Vault,none
Zuzana Sekerov,F,19.0,156.0,50.0,SVK,2004,Vault,none
Suzuko Seki,F,20.0,,,JPN,1956,Vault,none
Aya Sekine,F,18.0,157.0,44.0,JPN,1996,Vault,none
"Bertha Carolina ""Toetie"" Selbach",F,18.0,,,NED,1952,Vault,none
"Catharina ""Tootje"" Selbach",F,24.0,,,NED,1952,Vault,none
Kyoko Seo,F,20.0,144.0,37.0,JPN,1992,Vault,none
Veronica Servente Tealdy,F,15.0,,,ITA,1992,Vault,none
Isabelle Severino,F,16.0,169.0,57.0,FRA,1996,Vault,none
Isabelle Severino,F,24.0,169.0,57.0,FRA,2004,Vault,none
Kylie Noele Shadbolt,F,19.0,,,AUS,1992,Vault,none
"Galina Yakovlevna Shamray (Rudko-, -Ilyina)",F,20.0,,,URS,1952,Vault,none
Olena Mykolaivna Shaparna,F,17.0,159.0,42.0,UKR,1996,Vault,none
Nataliya Vitalyevna Shaposhnikova (-Sut),F,19.0,158.0,46.0,URS,1980,Vault,Gold
Revital Sharon,F,17.0,164.0,49.0,ISR,1988,Vault,none
Nadya Shatarova,F,16.0,152.0,37.0,BUL,1976,Vault,none
Olha Kostiantynivna Shcherbatykh,F,16.0,143.0,34.0,UKR,2004,Vault,none
Liubov Sheremeta,F,16.0,136.0,30.0,UKR,1996,Vault,none
Yelena Nikolayevna Shevchenko,F,16.0,152.0,42.0,URS,1988,Vault,none
Miho Shinoda,F,16.0,152.0,38.0,JPN,1988,Vault,none
Toshiko Shirasu-Aihara,F,21.0,147.0,47.0,JPN,1960,Vault,none
Toshiko Shirasu-Aihara,F,25.0,147.0,47.0,JPN,1964,Vault,none
Yelena Lvovna Shushunova,F,19.0,147.0,41.0,URS,1988,Vault,none
Danile Sicot-Coulon,F,21.0,160.0,58.0,FRA,1956,Vault,none
Danile Sicot-Coulon,F,25.0,160.0,58.0,FRA,1960,Vault,none
Jacqueline Sievert,F,16.0,167.0,51.0,SUI,1972,Vault,none
Viorica Daniela Siliva (-Harper),F,16.0,145.0,38.0,ROU,1988,Vault,Bronze
Natlia Cunha e Silva,F,24.0,,,POR,1952,Vault,none
Sim Jae-Yeong,F,16.0,154.0,46.0,KOR,1984,Vault,none
Raija Annikki Simola (-Sivander),F,20.0,,,FIN,1952,Vault,none
"Anna Barbara ""Nanny"" Simon",F,21.0,,,NED,1952,Vault,none
Sin Myong-Ok,F,14.0,144.0,38.0,PRK,1980,Vault,none
Melina Debora Sirolli,F,16.0,157.0,43.0,ARG,2000,Vault,none
Wenche Sjong,F,17.0,167.0,55.0,NOR,1968,Vault,none
Lisa Maree Skinner,F,15.0,155.0,46.0,AUS,1996,Vault,none
Lisa Maree Skinner,F,19.0,155.0,46.0,AUS,2000,Vault,none
Miroslava Sklenikov,F,17.0,163.0,54.0,TCH,1968,Vault,none
Joanna Skowroska,F,18.0,153.0,44.0,POL,2000,Vault,none
Allana Amy Slater,F,16.0,155.0,50.0,AUS,2000,Vault,none
Allana Amy Slater,F,20.0,155.0,50.0,AUS,2004,Vault,none
Barbara J. Slater,F,17.0,157.0,48.0,GBR,1976,Vault,none
Eveline Slavici,F,19.0,,,ROU,1952,Vault,none
"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,AUS,1996,Vault,none
Drahomra Smolkov,F,17.0,158.0,45.0,TCH,1976,Vault,none
Ada Smolnikar,F,,,,YUG,1952,Vault,none
"Anna Maria ""Ans"" Smulders-van Gerwen",F,21.0,161.0,57.0,NED,1972,Vault,none
"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,161.0,57.0,NED,1976,Vault,none
Katarzyna Snopko,F,14.0,157.0,45.0,POL,1980,Vault,none
"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,ROU,2004,Vault,none
Kazuko Sogabe,F,20.0,151.0,48.0,JPN,1956,Vault,none
Kazuko Sogabe,F,24.0,151.0,48.0,JPN,1960,Vault,none
Alexandra Soler,F,16.0,156.0,49.0,FRA,2000,Vault,none
Son Un-Hui,F,18.0,150.0,45.0,PRK,2000,Vault,none
Roselore Sonntag (Stbe-),F,26.0,165.0,51.0,GER,1960,Vault,none
Gail Evelyn Sontgerath (-Whitney),F,16.0,162.0,54.0,USA,1960,Vault,none
Wanda Soprani,F,20.0,156.0,55.0,ITA,1960,Vault,none
Jamileh Sorouri,F,14.0,147.0,38.0,IRI,1964,Vault,none
Las da Silva Souza,F,15.0,156.0,47.0,BRA,2004,Vault,none
Nada Spasi,F,,,,YUG,1952,Vault,none
Saltirka Parvanova Spasova-Tarpova,F,18.0,157.0,51.0,BUL,1952,Vault,none
Saltirka Parvanova Spasova-Tarpova,F,23.0,157.0,51.0,BUL,1956,Vault,none
Saltirka Parvanova Spasova-Tarpova,F,27.0,157.0,51.0,BUL,1960,Vault,none
"Janice Lee ""Janie"" Speaks (-Arnold, -Hunter)",F,16.0,160.0,52.0,USA,1964,Vault,none
Jean Charlotte Spencer,F,24.0,165.0,60.0,NZL,1964,Vault,none
"Theresa Hope Spivey (-Sheeley, -Coburn)",F,17.0,145.0,40.0,USA,1988,Vault,none
Valentina Spongia,F,17.0,161.0,50.0,ITA,1976,Vault,none
Boena Srncov (-Krejcarov),F,27.0,,,TCH,1952,Vault,none
"Carrol Michelle ""Chelle"" Stack",F,15.0,142.0,34.0,USA,1988,Vault,none
Tsvetanka Dobreva Stancheva,F,22.0,,,BUL,1952,Vault,none
Tsvetanka Dobreva Stancheva,F,27.0,,,BUL,1956,Vault,none
Vasilka Peneva Stancheva,F,22.0,,,BUL,1952,Vault,none
Mihaela Stnule,F,17.0,152.0,44.0,ROU,1984,Vault,none
Kathleen Stark (-Kern),F,16.0,166.0,51.0,GER,1992,Vault,none
Kathleen Stark (-Kern),F,20.0,166.0,51.0,GER,1996,Vault,none
Ute Starke (-Kahlenberg),F,21.0,171.0,49.0,GER,1960,Vault,none
Ute Starke (-Kahlenberg),F,25.0,171.0,49.0,GER,1964,Vault,none
Ute Starke (-Kahlenberg),F,29.0,171.0,49.0,GDR,1968,Vault,none
Monica Stefani,F,14.0,157.0,47.0,ITA,1972,Vault,none
"Marie-Luise ""Marlies"" Stegemann (-Burkat-)",F,17.0,159.0,54.0,FRG,1968,Vault,none
Christine Steger,F,14.0,165.0,49.0,SUI,1972,Vault,none
Judith Steiger,F,15.0,150.0,45.0,SUI,1972,Vault,none
Anna Stein,F,18.0,166.0,56.0,FRG,1968,Vault,none
Giulia Steingruber,F,18.0,160.0,56.0,SUI,2012,Vault,none
Giulia Steingruber,F,22.0,160.0,56.0,SUI,2016,Vault,Bronze
Yvonne Stoffel-Wagener,F,29.0,160.0,62.0,LUX,1960,Vault,none
Barbara Stolz (Dix-),F,23.0,153.0,51.0,GER,1964,Vault,none
Kylie Anne Stone (McCall-),F,17.0,160.0,58.0,CAN,2004,Vault,none
Beta Storczer (-Martinek),F,19.0,162.0,47.0,HUN,1988,Vault,none
Boryana Petrova Stoyanova,F,20.0,158.0,45.0,BUL,1988,Vault,none
Neli Stoyanova,F,21.0,164.0,60.0,BUL,1968,Vault,none
Olha Volodymyrivna Strazheva,F,15.0,152.0,40.0,URS,1988,Vault,none
Silvia Alexandra Stroescu,F,19.0,156.0,48.0,ROU,2004,Vault,none
Lori Gail Strong (-Ballard),F,16.0,157.0,52.0,CAN,1988,Vault,none
Lori Gail Strong (-Ballard),F,19.0,157.0,52.0,CAN,1992,Vault,none
Kerri Allyson Strug (-Fischer),F,14.0,142.0,37.0,USA,1992,Vault,none
Kerri Allyson Strug (-Fischer),F,18.0,142.0,37.0,USA,1996,Vault,none
Karola Sube (-Ziesche),F,16.0,153.0,40.0,GDR,1980,Vault,none
Risa Sugawara,F,18.0,149.0,42.0,JPN,1996,Vault,none
Marina Sulicich (-Campbell),F,16.0,156.0,45.0,AUS,1980,Vault,none
Dorothy Summers,F,18.0,156.0,51.0,GBR,1960,Vault,none
"Jennifer Lee ""Jenny"" Sunderland (-Couch)",F,18.0,161.0,50.0,AUS,1972,Vault,none
Birgit S (-Saul),F,18.0,164.0,50.0,GDR,1980,Vault,none
Ludmila vdov (Schnov-),F,23.0,158.0,55.0,TCH,1960,Vault,none
Laura vilpait,F,18.0,154.0,,LTU,2012,Vault,none
Stefania Maria wierzy (-Moro),F,18.0,158.0,52.0,POL,1952,Vault,none
Ecaterina (Katalin-) Szabo (-Tamas),F,16.0,145.0,40.0,ROU,1984,Vault,Gold
Krisztina Szarka,F,18.0,159.0,52.0,HUN,2004,Vault,none
Lidia Szczerbiska (-Krl),F,22.0,156.0,52.0,POL,1956,Vault,none
Miho Takenaka,F,15.0,152.0,42.0,JPN,2000,Vault,none
Tracee Ann Talavera (-Kent),F,17.0,162.0,50.0,USA,1984,Vault,none
Joyce Eileen Tanac (-Schroeder),F,18.0,156.0,49.0,USA,1968,Vault,none
Keiko Tanaka-Ikeda,F,23.0,154.0,54.0,JPN,1956,Vault,none
Keiko Tanaka-Ikeda,F,26.0,154.0,54.0,JPN,1960,Vault,none
Keiko Tanaka-Ikeda,F,30.0,154.0,54.0,JPN,1964,Vault,none
Yuliya Tarasenko,F,19.0,156.0,46.0,BLR,2004,Vault,none
Svetlana Viktorovna Tarasevich,F,16.0,,,BLR,1996,Vault,none
Olga Tass-Lemhnyi (Todenbier-),F,23.0,160.0,57.0,HUN,1952,Vault,none
Olga Tass-Lemhnyi (Todenbier-),F,27.0,160.0,57.0,HUN,1956,Vault,Bronze
Olga Tass-Lemhnyi (Todenbier-),F,31.0,160.0,57.0,HUN,1960,Vault,none
Diana Teixeira,F,15.0,150.0,39.0,POR,1996,Vault,none
Georgia-Anastasia Tembou,F,16.0,142.0,37.0,GRE,1996,Vault,none
Elvire Teza,F,15.0,156.0,50.0,FRA,1996,Vault,none
Elvire Teza,F,19.0,156.0,50.0,FRA,2000,Vault,none
Marija Teak,F,15.0,156.0,48.0,YUG,1972,Vault,none
Nancy Lynn Thies (-Marshall),F,15.0,161.0,49.0,USA,1972,Vault,none
Andrea Thomas,F,15.0,152.0,37.0,CAN,1984,Vault,none
Paula Lyn Thomas,F,19.0,157.0,47.0,GBR,2000,Vault,none
Margaret Thomas-Neale,F,20.0,152.0,52.0,GBR,1952,Vault,none
Margaret Thomas-Neale,F,29.0,152.0,52.0,GBR,1960,Vault,none
Drte Thmmler (Pawlak-),F,16.0,151.0,40.0,GDR,1988,Vault,none
Vronique Tilmont,F,17.0,,,FRA,1972,Vault,none
Adolfna Tkakov-Taov,F,21.0,158.0,53.0,TCH,1960,Vault,none
Adolfna Tkakov-Taov,F,25.0,158.0,53.0,TCH,1964,Vault,none
Svetlana Ivanova Todorova,F,17.0,164.0,46.0,BUL,1992,Vault,none
Mrta Tolnai-Erds (Szotczky-),F,23.0,162.0,55.0,HUN,1964,Vault,none
Mrta Tolnai-Erds (Szotczky-),F,27.0,162.0,55.0,HUN,1968,Vault,none
Anita Tomulevski (-Bjerregrd),F,15.0,156.0,45.0,NOR,1992,Vault,none
Krasimira Toneva,F,15.0,144.0,34.0,BUL,1980,Vault,none
Linda Toorop (-Moor),F,16.0,165.0,53.0,NED,1972,Vault,none
Ruth Elizabeth Topalian (Lehle-),F,25.0,,,USA,1952,Vault,none
Silviya Topalova,F,16.0,157.0,41.0,BUL,1980,Vault,none
Margit Tth,F,14.0,156.0,44.0,HUN,1976,Vault,none
Yvonne Natalie Tousek,F,16.0,160.0,47.0,CAN,1996,Vault,none
Yvonne Natalie Tousek,F,20.0,160.0,47.0,CAN,2000,Vault,none
Hedwig Traindl,F,17.0,,,AUT,1952,Vault,none
Else Trangbk (Thorsanger-),F,22.0,162.0,53.0,DEN,1968,Vault,none
Mria Tressel,F,18.0,162.0,62.0,HUN,1964,Vault,none
Orlie Troscompt,F,15.0,144.0,40.0,FRA,1996,Vault,none
Gabriela Truc,F,18.0,157.0,45.0,ROU,1976,Vault,none
Tsagaandorjiin Gndegmaa,F,18.0,152.0,51.0,MGL,1964,Vault,none
Tsagaandorjiin Gndegmaa,F,22.0,152.0,51.0,MGL,1968,Vault,none
Vasiliki Tsavdaridou,F,15.0,142.0,36.0,GRE,1996,Vault,none
Hiroko Tsuji (-Kato),F,25.0,151.0,47.0,JPN,1964,Vault,none
Kimiko Tsukada,F,22.0,153.0,47.0,JPN,1960,Vault,none
Sharon Tsukamoto (-Rutledge),F,19.0,152.0,47.0,CAN,1972,Vault,none
Reneta Tsvetkova,F,14.0,162.0,53.0,BUL,1972,Vault,none
Jessica Tudos,F,15.0,137.0,35.0,CAN,1984,Vault,none
Mirela ugurlan,F,15.0,,,ROU,1996,Vault,none
Raili Marjatta Tuominen-Hmlinen,F,19.0,159.0,52.5,FIN,1952,Vault,none
Raili Marjatta Tuominen-Hmlinen,F,27.0,159.0,52.5,FIN,1960,Vault,none
Elisabeta Turcu,F,19.0,158.0,48.0,ROU,1972,Vault,none
Lyudmila Ivanovna Turishcheva (-Borzova),F,16.0,160.0,52.0,URS,1968,Vault,none
Lyudmila Ivanovna Turishcheva (-Borzova),F,19.0,160.0,52.0,URS,1972,Vault,Bronze
Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,160.0,52.0,URS,1976,Vault,Silver
Dumitria Turner,F,16.0,159.0,45.0,ROU,1980,Vault,none
Seda Gurgenovna Tutkhalyan,F,17.0,146.0,43.0,RUS,2016,Vault,none
"Elizabeth Kimberly ""Beth"" Tweddle",F,19.0,159.0,52.0,GBR,2004,Vault,none
Halina Tyryk,F,20.0,158.0,46.0,UKR,2000,Vault,none
Stella Ngozi Umeh,F,17.0,153.0,46.0,CAN,1992,Vault,none
Teodora Ungureanu (-Cepoi),F,15.0,150.0,44.0,ROU,1976,Vault,none
Galina Napoleonovna Urbanovich (Khelle-),F,34.0,,,URS,1952,Vault,none
Julia Edelia Uria Madruga,F,16.0,161.0,41.0,CUB,1960,Vault,none
Michaela Ustorf,F,15.0,163.0,52.0,FRG,1988,Vault,none
Marcela Vchov,F,19.0,161.0,52.0,TCH,1972,Vault,none
Kristina Vaculik,F,20.0,149.0,39.0,CAN,2012,Vault,none
Elisabeth Valle Romero,F,18.0,158.0,47.0,ESP,1996,Vault,none
Rita Van De Velde,F,18.0,153.0,41.0,BEL,1960,Vault,none
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,20.0,164.0,57.0,NED,1972,Vault,none
Horta Van Hoye,F,21.0,157.0,50.0,BEL,1968,Vault,none
"Lamberta ""Bep"" van Ipenburg-Drommel",F,24.0,165.0,56.0,NED,1960,Vault,none
"Jacoba Adriana ""Cootje"" van Kampen-Tonneman",F,30.0,,,NED,1952,Vault,none
Laura Antoinette van Leeuwen,F,18.0,169.0,56.0,NED,2004,Vault,none
Jeanette Cornelia van Ravestijn,F,17.0,169.0,58.0,NED,1976,Vault,none
"Maria Teuntje ""Ria"" van Velsen",F,21.0,168.0,56.0,NED,1960,Vault,none
Vra Vanurov (-Rylickov),F,19.0,,,TCH,1952,Vault,none
Aagje Vanwalleghem,F,16.0,155.0,43.0,BEL,2004,Vault,none
Adrienn Varga,F,15.0,162.0,46.0,HUN,1996,Vault,none
Foteini Varvariotou,F,14.0,150.0,38.0,GRE,1988,Vault,none
Emilia Vtoiu-Li,F,23.0,156.0,51.0,ROU,1956,Vault,none
Emilia Vtoiu-Li,F,26.0,156.0,51.0,ROU,1960,Vault,none
Emilia Vtoiu-Li,F,30.0,156.0,51.0,ROU,1964,Vault,none
Yolanda Vega Albo,F,22.0,148.0,45.0,CUB,1968,Vault,none
Jana Vejrkov,F,21.0,158.0,41.0,TCH,1988,Vault,none
Margo Velema (-van der Sande),F,16.0,168.0,55.0,NED,1972,Vault,none
Martina Velkov,F,17.0,156.0,40.0,TCH,1988,Vault,none
Mercedes Vernetta Santana,F,19.0,164.0,53.0,ESP,1976,Vault,none
Marcia Theresa Vidiaux Jimnez,F,17.0,143.0,41.0,CUB,2016,Vault,none
Miriam Villacin Aguilar,F,18.0,153.0,47.0,CUB,1968,Vault,none
Pirkko Aliisa Vilppunen,F,18.0,163.0,54.0,FIN,1952,Vault,none
Gloria Viseras Die,F,15.0,156.0,47.0,ESP,1980,Vault,none
Lyudmila Vasilyevna Vityukova,F,17.0,,,BLR,1996,Vault,none
Delyana Altimirova Vodenicharova,F,14.0,160.0,47.0,BUL,1988,Vault,none
Delyana Altimirova Vodenicharova,F,18.0,160.0,47.0,BUL,1992,Vault,none
Jeanette Vogelbacher (-Solbach),F,29.0,,,FRA,1952,Vault,none
Camelia Voinea,F,18.0,151.0,44.0,ROU,1988,Vault,none
Yelena Vladimirovna Volchetskaya (-Tyunenkova),F,19.0,155.0,52.0,URS,1964,Vault,none
milie Volle,F,14.0,151.0,39.0,FRA,1996,Vault,none
Giulia Volpi,F,18.0,160.0,50.0,ITA,1988,Vault,none
Giulia Volpi,F,22.0,160.0,50.0,ITA,1992,Vault,none
Isabella von Lospichl,F,18.0,160.0,49.0,FRG,1988,Vault,none
Zinaida Borisovna Voronina (Druzhinina-),F,20.0,164.0,53.0,URS,1968,Vault,Bronze
Wolfgard Vo,F,26.0,,,GER,1952,Vault,none
Isabella Minna Veronica  Wagner,F,17.0,152.0,48.0,SWE,2004,Vault,none
Brooke Walker,F,18.0,160.0,47.0,AUS,2000,Vault,none
Irma Barbara Walther (Dumbsky-),F,31.0,,,GER,1952,Vault,none
"Marie Susan Walther (-Bilski, -Kuhlman)",F,19.0,155.0,48.0,USA,1964,Vault,none
"Neeltje ""Nel"" Wambach",F,22.0,158.0,56.0,NED,1960,Vault,none
Wang Huiying,F,17.0,149.0,46.0,CHN,1988,Vault,none
Wang Tiantian,F,18.0,145.0,37.0,CHN,2004,Vault,none
Wang Wenjing,F,15.0,154.0,38.0,CHN,1988,Vault,none
Wang Xiaoyan,F,20.0,156.0,45.0,CHN,1988,Vault,none
Wang Yan,F,16.0,140.0,33.0,CHN,2016,Vault,none
Jane Warrilow,F,18.0,,,AUS,1992,Vault,none
Sae Watanabe,F,15.0,150.0,40.0,JPN,1984,Vault,none
Edit Weckinger-Pernyi (Vsrhelyi-),F,29.0,,,HUN,1952,Vault,none
Gabriele Weller,F,16.0,150.0,38.0,GER,1992,Vault,none
Grethe Irene Werner (-Evjenth),F,24.0,,,NOR,1952,Vault,none
Ulrike Weyh,F,15.0,158.0,43.0,FRG,1972,Vault,none
Carla Wieser,F,15.0,161.0,49.0,ITA,1976,Vault,none
Magorzata Wilczek (-Rogo),F,20.0,161.0,62.0,POL,1964,Vault,none
Anja Wilhelm,F,15.0,153.0,41.0,FRG,1984,Vault,none
Barbara Wilk-lizowska (-Konopka),F,17.0,163.0,57.0,POL,1952,Vault,none
Barbara Wilk-lizowska (-Konopka),F,21.0,163.0,57.0,POL,1956,Vault,none
"Deborah Ann ""Debra"" Willcox",F,16.0,163.0,47.0,USA,1976,Vault,none
Elaine Willett,F,16.0,160.0,51.0,GBR,1972,Vault,none
Emma Louise Williams,F,17.0,150.0,48.0,GBR,2000,Vault,none
"Kathleen ""Kathy"" Williams",F,20.0,153.0,48.0,GBR,1984,Vault,none
Yolanda Williams Garca,F,17.0,150.0,43.0,CUB,1960,Vault,none
Nicola Willis,F,19.0,152.0,50.0,GBR,2004,Vault,none
Kellie Wilson,F,17.0,156.0,56.0,AUS,1984,Vault,none
Gertrude Winnige-Barosch,F,23.0,,,AUT,1952,Vault,none
Grayna Witkowska,F,16.0,161.0,52.0,POL,1968,Vault,none
Bonnie Wittmeier (-Withington),F,17.0,153.0,46.0,CAN,1984,Vault,none
Leslie Ann Wolfsberger (-Laughlin),F,17.0,161.0,51.0,USA,1976,Vault,none
"Hiu Ying ""Angel"" Wong",F,25.0,153.0,50.0,HKG,2012,Vault,none
Jennifer Ann Wood,F,19.0,150.0,47.0,CAN,1992,Vault,none
Wu Jiani,F,18.0,162.0,49.0,CHN,1984,Vault,none
Yadamsrengiin Tuyaa,F,16.0,154.0,52.0,MGL,1964,Vault,none
Yadamsrengiin Tuyaa,F,20.0,154.0,52.0,MGL,1968,Vault,none
Kana Yamawaki,F,16.0,141.0,28.0,JPN,2000,Vault,none
Nobue Yamazaki,F,25.0,154.0,45.0,JPN,1976,Vault,none
Galina Yaneva,F,16.0,158.0,48.0,BUL,1976,Vault,none
Yang Bo,F,18.0,155.0,43.0,CHN,1992,Vault,none
Yang Yun,F,15.0,158.0,40.0,CHN,2000,Vault,none
Tetiana Yarosh,F,16.0,140.0,31.0,UKR,2000,Vault,none
Iryna Vladlenivna Yarotska,F,18.0,162.0,46.0,UKR,2004,Vault,none
Lyudmila Borisovna Yegorova (-Sineva),F,25.0,,,URS,1956,Vault,none
Irina Yevdokimova,F,22.0,153.0,44.0,KAZ,2000,Vault,none
Lisa Young,F,18.0,155.0,50.0,GBR,1984,Vault,none
Yordanka Petrova Yovkova,F,19.0,,,BUL,1952,Vault,none
Yu Mai-Lee,F,16.0,161.0,48.0,TPE,1968,Vault,none
Yu Myeong-Ja,F,17.0,159.0,55.0,KOR,1960,Vault,none
Ayami Yukimori,F,14.0,154.0,38.0,JPN,1984,Vault,none
Olga Vyacheslavovna Yurkina,F,16.0,,,BLR,1996,Vault,none
Stella Heorhivna Zakharova (-Khlus),F,17.0,146.0,42.0,URS,1980,Vault,none
Yelena Mikhaylovna Zamolodchikova,F,17.0,154.0,43.0,RUS,2000,Vault,Gold
Yelena Mikhaylovna Zamolodchikova,F,21.0,154.0,43.0,RUS,2004,Vault,none
Jelena Zanevskaja,F,21.0,162.0,52.0,LTU,2008,Vault,none
Marina Aleksandrovna Zarzhitskaya,F,18.0,156.0,46.0,BLR,2000,Vault,none
Lydia Zeitlhofer (-Pfann),F,21.0,,,GER,1952,Vault,none
Wiesawa Barbara elaskowska (-Raska),F,15.0,153.0,45.0,POL,1980,Vault,none
Svitlana Zelepukina,F,15.0,147.0,40.0,UKR,1996,Vault,none
Radka Zemanov,F,16.0,145.0,41.0,TCH,1980,Vault,none
Zhang Nan,F,18.0,148.0,39.0,CHN,2004,Vault,none
Zhang Xia,F,17.0,147.0,40.0,CHN,1992,Vault,none
Tatyana Ivanovna Zharganova,F,20.0,147.0,40.0,BLR,2000,Vault,none
Zhou Ping,F,16.0,155.0,41.0,CHN,1984,Vault,none
Zhou Qiurui,F,16.0,152.0,41.0,CHN,1984,Vault,none
Barbara Ziba,F,16.0,154.0,47.0,POL,1968,Vault,none
Nataliya Kamilovna Ziganshina,F,18.0,156.0,47.0,RUS,2004,Vault,none
"Kimberley Lyn ""Kim"" Zmeskal (-Burdette)",F,16.0,139.0,36.0,USA,1992,Vault,none
Gigi Zosa,F,16.0,155.0,44.0,CAN,1984,Vault,none
Erika Zuchold (Barth-),F,21.0,158.0,48.0,GDR,1968,Vault,Silver
Erika Zuchold (Barth-),F,25.0,158.0,48.0,GDR,1972,Vault,Silver
Tanja uti (-Kober),F,25.0,,,YUG,1952,Vault,none
