0,1,2,3,4,5,6,7,8
50,Christian Kalustian Elevate Gymnastics,12.100,10.850,11.950,14.450,10.800,12.400,72.550
51,Vitali Kan Swiss Turners,11.950,12.250,12.250,14.350,11.150,10.550,72.500
52,Stacey Ervin Michigan,15.500,11.550,——,15.100,13.800,13.200,69.150
53,Alec Robin Oklahoma,14.600,13.750,——,13.500,13.500,13.700,69.050
54,Alexander Wilson Ohio State,12.550,13.200,12.350,13.850,13.850,——,65.800
55,Drew Burton Stanford,12.950,11.150,——,14.000,13.250,11.100,62.450
56,Mario Lubian Universal,12.800,10.650,10.650,——,12.500,12.450,59.050
57,Sean Senters Stanford,14.600,13.950,——,14.800,——,14.000,57.350
58,Matthew Loochtan Iowa,14.750,——,13.000,15.150,13.850,——,56.750
59,Danny Berardini Oklahoma,13.700,——,14.200,——,14.350,14.450,56.700
60,Kyle King Nebraska,14.050,12.550,——,15.100,13.700,——,55.400
61,Anthony McCallum USOTC,13.050,——,12.700,14.450,10.200,——,50.400
62,Cutter Fugett 5280 Gym,——,12.650,11.700,——,12.250,12.050,48.650
63,Ellis Mannon Minnesota,——,15.250,12.750,——,14.250,3.600,45.850
64,Steven Lacombe UC Berkeley,14.300,——,15.200,14.350,——,——,43.850
65,Adrian de los Angeles Michigan,——,14.900,13.900,——,14.500,——,43.300
66,Alex Johnson Ohio State,——,——,13.700,——,13.850,14.250,41.800
67,Nicholas Hunter Michigan,——,13.950,——,——,13.500,14.050,41.500
68,Joshua Dixon Hilton HHonors,13.350,——,——,15.300,——,12.800,41.450
69,Brian Knott Stanford,——,14.650,——,——,14.350,12.150,41.150
70,Sam Mikulak Hilton HHonors,——,14.150,——,——,14.100,12.600,40.850
71,Logan Bradley Illinois,13.950,13.800,——,——,——,12.400,40.150
72,Nick Gaudlip Air Force,13.550,——,——,——,12.900,13.050,39.500
73,Stewart MacDonald Sun Devil,——,11.250,10.750,——,——,12.250,34.250
74,Jordan Valdez Illinois,——,——,——,——,13.450,14.900,28.350
,Mike Levy Stanford,14.100,——,14.250,——,——,——,28.350
76,Mike Wilner Illinois,11.600,——,14.050,——,——,——,25.650
77,Craig Hernandez Penn State,——,14.900,——,——,——,——,14.900
