0,1,2,3,4,5,6
46,Gagik Khachikyan,Armenia,5.9,7.100,,13.000
47,Sun Wei,China,6.4,6.566,,12.966
48,Adem Asil,Turkey,5.0,7.933,,12.933
49,Leo Saladino,France,5.1,7.833,,12.933
50,Joel Plata,Spain,5.1,7.800,,12.900
51,Omar Mohamed,Egypt,5.0,7.866,,12.866
52,Donnell Whittenburg,United States,5.0,7.833,,12.833
53,Maxime Gentges,Belgium,6.2,6.633,,12.833
54,Cameron-Lie Bernard,France,5.0,7.766,,12.766
55,Nestor Abad,Spain,5.2,7.566,,12.766
,Abdelrahman Abdelhaleem,Egypt,5.2,7.566,,12.766
57,Santiago Mayol,Argentina,5.6,7.133,,12.733
58,Hillal Metidji,Algeria,4.9,7.800,,12.700
59,Yang Jiaxing,China,5.6,7.066,,12.666
60,Lee Junho,South Korea,4.8,7.833,,12.633
61,Askhab Matiev,Austria,4.7,7.900,,12.600
62,Edward Gonzales,Peru,5.2,7.366,,12.566
63,Lais Najjar,Syria,4.5,8.033,,12.533
64,Taha Serhani,Switzerland,4.9,7.633,,12.533
65,Joe Fraser,Great Britain,5.7,6.833,,12.533
66,Gabriel Burtanete,Romania,4.4,8.066,,12.466
67,David Rumbutis,Sweden,5.1,7.366,,12.466
68,Krisztofer Meszaros,Hungary,5.4,7.066,,12.466
69,Sofus Heggemsnes,Norway,4.6,7.800,,12.400
70,Samuel Zakutney,Canada,4.7,7.700,,12.400
71,Apostolos Kanellos,Greece,5.4,7.000,,12.400
72,Yogeshwar Singh,India,4.8,7.566,,12.366
73,Alexander Benda,Austria,4.4,7.900,,12.300
74,Krisztian Balazs,Hungary,4.9,7.400,,12.300
75,Uri Zeidel,Israel,5.3,7.000,,12.300
,Yeh Cheng,Taiwan,5.3,7.000,,12.300
77,Jose Nogueira,Portugal,3.9,8.366,,12.266
78,Nicola Bartolini,Italy,5.0,7.266,,12.266
79,Ricardo Rudy,Austria,4.8,7.433,,12.233
80,Lukas Dauser,Germany,5.3,6.933,,12.233
81,Tyson Bull,Australia,4.0,8.200,,12.200
82,Harald Wibye,Norway,4.3,7.900,,12.200
83,Paul Degouy,France,4.1,8.066,,12.166
84,Glenn Trebing,Germany,4.5,7.666,,12.166
85,Jose Lopez,Puerto Rico,4.7,7.466,,12.166
86,Milad Karimi,Kazakhstan,5.2,6.966,,12.166
87,Elias Koski,Finland,5.0,7.133,,12.133
88,Manuel Martinez,Colombia,5.0,7.100,,12.100
89,Jermain Grünberg,Netherlands,4.6,7.466,,12.066
90,Mykyta Melnykov,Ukraine,5.6,6.466,,12.066
91,Dominick Cunningham,Ireland,4.2,7.833,,12.033
92,Arthur Mariano,Brazil,5.0,7.000,,12.000
93,William Emard,Canada,4.4,7.533,,11.933
94,Lucas Bitencourt,Brazil,4.6,7.300,,11.900
95,Kim Jaeho,South Korea,5.2,6.700,,11.900
96,Andrin Frey,Switzerland,5.3,6.566,,11.866
97,Florian Langenegger,Switzerland,4.6,7.233,,11.833
98,Andres Martinez,Colombia,5.1,6.733,,11.833
99,David Huddleston,Bulgaria,4.5,7.300,,11.800
100,Georgios Angonas,Cyprus,3.6,8.166,,11.766
101,Robert Burtanete,Romania,4.0,7.766,,11.766
102,Carlos Yulo,Philippines,5.1,6.666,,11.766
103,Toma Modoianu-Zseder,Romania,4.1,7.633,,11.733
104,Takumi Onoshima,Belgium,4.6,7.133,,11.733
105,Luka van den Keybus,Belgium,5.6,6.133,,11.733
106,Gaurav Kumar,India,4.1,7.600,,11.700
107,Mehmet Ayberk Kosak,Turkey,4.5,7.200,,11.700
108,Pantely Kolodii,Ukraine,4.5,7.166,,11.666
109,Hashimoto Daiki,Japan,5.6,6.066,,11.666
110,Ivan Tikhonov,Azerbaijan,4.8,6.700,,11.500
111,Hung Yuan-Hsi,Taiwan,4.6,6.833,,11.433
112,Robert Kirmes,Finland,5.2,6.233,,11.433
113,Clay Mason Stephens,Australia,3.9,7.500,,11.400
114,Alexander Myakinin,Israel,6.2,5.000,,11.200
115,Razvan-Denis Marc,Romania,4.3,6.833,,11.133
116,James Bacueti,Australia,4.8,6.266,,11.066
,Abderrazak Nasser,Morocco,4.8,6.266,,11.066
118,Jordi Hagenaar,Netherlands,4.4,6.633,,11.033
119,Joakim Lenberg,Sweden,4.4,6.566,,10.966
120,Noah Kuavita,Belgium,5.0,5.966,,10.966
121,Tomas Kuzmickas,Lithuania,4.2,6.700,,10.900
122,Valgard Reinhardsson,Iceland,3.7,7.166,,10.866
123,Joel Alvarez,Chile,4.2,6.166,,10.366
124,Felix Dolci,Canada,4.3,6.066,,10.366
125,Heath Thorpe,Australia,3.0,7.300,,10.300
126,Bohdan Suprun,Ukraine,5.3,4.933,,10.233
127,Nicolau Mir,Spain,4.4,6.100,-0.3,10.200
128,Jonas Thorisson,Iceland,2.8,7.233,,10.033
129,Ahmet Önder,Turkey,4.8,5.166,,9.966
130,William Fu-Allen,New Zealand,3.6,6.300,,9.900
131,Severin Kranzlmüller,Austria,3.8,5.766,,9.566
132,Yordan Aleksandrov,Bulgaria,3.4,6.100,,9.500
133,Michalis Chari,Cyprus,4.0,5.433,,9.433
134,Leandro Peña,Dominican Republic,3.2,6.033,,9.233
135,Gytis Chasazyrovas,Lithuania,4.1,4.933,,9.033
136,Ricards Plate,Latvia,4.2,4.466,,8.666
137,Guilherme Campos,Portugal,2.8,5.600,-3.0,5.400
138,Emil Akhmejanov,Kazakhstan,3.4,4.133,-3.0,4.533
