0,1,2,3,4,5,6
41,Leo Saladino,France,5.1,8.200,,13.300
,Balazs Kiss,Hungary,5.1,8.200,,13.300
43,Cameron-Lie Bernard,France,5.2,8.100,,13.300
44,Lorenzo Casali,Italy,5.1,8.166,,13.266
45,Sofus Heggemsnes,Norway,4.6,8.633,,13.233
46,Tanigawa Kakeru,Japan,5.5,7.733,,13.233
47,Gabriel Burtanete,Romania,4.4,8.800,,13.200
48,Paul Degouy,France,4.7,8.500,,13.200
49,Benedek Tomcsanyi,Hungary,5.1,8.100,,13.200
50,Razvan-Denis Marc,Romania,5.3,7.900,,13.200
51,Loran de Munck,Netherlands,4.6,8.566,,13.166
52,Glenn Trebing,Germany,5.0,8.166,,13.166
53,Lukas Dauser,Germany,5.0,8.133,,13.133
54,Krisztofer Meszaros,Hungary,4.7,8.400,,13.100
55,Diogo Soares,Brazil,4.5,8.566,,13.066
56,Jake Jarman,Great Britain,4.7,8.366,,13.066
57,Dominick Cunningham,Ireland,5.1,7.966,,13.066
58,Hung Yuan-Hsi,Taiwan,4.6,8.433,,13.033
59,Konstantinos Konstantinidis,Greece,6.0,7.033,,13.033
60,Yumin Abbadini,Italy,4.7,8.300,,13.000
61,Maxime Gentges,Belgium,4.8,8.200,,13.000
62,Mohamed Afify,Egypt,4.9,8.066,,12.966
63,Yuri Guimarães,Brazil,4.8,8.100,,12.900
64,Jordi Hagenaar,Netherlands,4.4,8.466,,12.866
65,David Rumbutis,Sweden,4.5,8.366,,12.866
66,Matteo Levantesi,Italy,4.7,8.166,,12.866
67,Yordan Aleksandrov,Bulgaria,4.8,8.066,,12.866
68,Nicola Bartolini,Italy,4.3,8.533,,12.833
69,Noe Seifert,Switzerland,5.0,7.833,,12.833
70,Luka van den Keybus,Belgium,4.3,8.500,,12.800
71,Krisztian Balazs,Hungary,4.4,8.400,,12.800
72,Zachary Clay,Canada,4.7,8.100,,12.800
,Uri Zeidel,Israel,4.7,8.100,,12.800
74,Pantely Kolodii,Ukraine,5.0,7.800,,12.800
75,Jermain Grünberg,Netherlands,4.2,8.566,,12.766
76,Samuel Zakutney,Canada,4.7,8.066,,12.766
77,Lucas Bitencourt,Brazil,5.2,7.566,,12.766
78,Dmitriy Patanin,Kazakhstan,4.3,8.433,,12.733
79,Heath Thorpe,Australia,4.3,8.400,,12.700
80,Guilherme Campos,Portugal,4.2,8.433,,12.633
81,Florian Langenegger,Switzerland,4.6,8.033,,12.633
82,Elias Koski,Finland,4.7,7.933,,12.633
83,Ivan Tikhonov,Azerbaijan,5.1,7.533,,12.633
84,Harald Wibye,Norway,4.3,8.300,,12.600
85,Moreno Kratter,Switzerland,4.5,8.100,,12.600
86,Khabibullo Ergashev,Uzbekistan,4.6,8.000,,12.600
87,Georgios Angonas,Cyprus,4.0,8.566,,12.566
88,Severin Kranzlmüller,Austria,4.4,8.166,,12.566
,Takumi Onoshima,Belgium,4.4,8.166,,12.566
90,Nestor Abad,Spain,4.9,7.666,,12.566
,Andrin Frey,Switzerland,4.9,7.666,,12.566
92,Jose Lopez,Puerto Rico,5.0,7.566,,12.566
93,Ilyas Azizov,Kazakhstan,4.0,8.500,,12.500
94,Valgard Reinhardsson,Iceland,4.3,8.133,,12.433
95,Illia Kovtun,Ukraine,4.8,7.600,,12.400
96,Bohdan Suprun,Ukraine,5.6,6.800,,12.400
97,Joel Alvarez,Chile,4.5,7.866,,12.366
98,Clay Mason Stephens,Australia,4.1,8.200,,12.300
,Tomas Kuzmickas,Lithuania,4.1,8.200,,12.300
100,Gaurav Kumar,India,4.4,7.900,,12.300
101,Gytis Chasazyrovas,Lithuania,4.4,7.833,,12.233
102,Askhab Matiev,Austria,4.1,8.066,,12.166
103,Lee Junghyo,South Korea,5.2,6.900,,12.100
104,Jossimar Calvo,Colombia,5.0,7.066,,12.066
105,Stavros Gkinis,Greece,5.8,6.266,,12.066
106,Abderrazak Nasser,Morocco,3.7,8.333,,12.033
107,Yogeshwar Singh,India,4.1,7.933,,12.033
108,Zhang Boheng,China,5.7,6.333,,12.033
109,Lais Najjar,Syria,3.8,8.200,,12.000
110,Andres Martinez,Colombia,4.3,7.700,,12.000
111,Jose Nogueira,Portugal,4.2,7.766,,11.966
112,Abdulla Azimov,Uzbekistan,4.3,7.666,,11.966
113,Jonas Thorisson,Iceland,3.7,8.200,,11.900
114,Mitchell Morgans,Australia,4.0,7.866,,11.866
115,Gagik Khachikyan,Armenia,4.1,7.766,,11.866
116,Edward Gonzales,Peru,4.8,7.033,,11.833
117,Michalis Chari,Cyprus,4.6,7.200,,11.800
118,Emil Akhmejanov,Kazakhstan,3.8,7.966,,11.766
119,Kim Jaeho,South Korea,4.4,7.366,,11.766
120,Noah Kuavita,Belgium,4.5,7.233,,11.733
121,Alexander Benda,Austria,4.3,7.400,,11.700
122,Joakim Lenberg,Sweden,4.2,7.466,,11.666
123,Leandro Peña,Dominican Republic,5.6,6.000,,11.600
124,Manuel Martinez,Colombia,4.8,6.766,,11.566
125,Ricards Plate,Latvia,4.2,7.066,,11.266
126,Robert Kirmes,Finland,4.8,6.433,,11.233
127,Santiago Mayol,Argentina,4.5,6.600,,11.100
128,Apostolos Kanellos,Greece,4.3,6.200,,10.500
