0,1,2,3,4,5,6
100,Yordan Aleksandrov,Bulgaria,5.1,7.366,,12.466
101,Dmitriy Patanin,Kazakhstan,4.6,7.800,,12.400
102,Rodrigo Gomez,Mexico,3.9,8.466,,12.366
103,Andres Martinez,Colombia,4.6,7.766,,12.366
104,Manuel Martinez,Colombia,4.7,7.633,,12.333
105,Van Vi Luong,Vietnam,3.9,8.400,,12.300
106,Ahmed Riadh Aliouat,Algeria,4.9,7.400,,12.300
107,Santiago Mayol,Argentina,4.9,7.333,,12.233
108,Fred Richard,United States,5.1,7.133,,12.233
109,Krisztofer Meszaros,Hungary,5.2,7.000,,12.200
,Asher Hong,United States,5.2,7.000,,12.200
111,Joel Alvarez,Chile,5.3,6.866,,12.166
112,Gagik Khachikyan,Armenia,3.7,8.433,,12.133
113,Enkhtuvshin Damdindorj,Mongolia,4.0,8.133,,12.133
114,Hillal Metidji,Algeria,4.7,7.366,,12.066
115,Isaac Nuñez,Mexico,4.9,7.166,,12.066
116,Maxime Gentges,Belgium,4.9,7.133,,12.033
117,Ricardo Rudy,Austria,3.9,8.033,,11.933
118,Khoi Young,United States,4.5,7.433,,11.933
119,Balazs Kiss,Hungary,4.7,7.233,,11.933
120,Nicholas Tarca,Romania,4.6,7.300,,11.900
121,Thierno Diallo,Spain,4.7,7.200,,11.900
122,Illia Kovtun,Ukraine,5.7,6.400,-0.3,11.800
123,Michalis Chari,Cyprus,4.2,7.433,,11.633
,Mikhail Koudinov,New Zealand,4.2,7.433,,11.633
125,Petar Vefic,Serbia,4.3,7.333,,11.633
126,Lee Chih-Kai,Taiwan,4.8,6.833,,11.633
127,Sebastian Gawronski,Poland,4.9,6.700,,11.600
128,Robert Tvorogal,Lithuania,5.0,6.600,,11.600
129,Usukhbayar Erkhembayar,Mongolia,4.2,7.200,,11.400
130,James Hardy,Australia,4.4,6.900,,11.300
131,Kevin Carvalho,France,4.5,6.800,,11.300
132,Benedek Tomcsanyi,Hungary,4.2,6.966,,11.166
133,Valgard Reinhardsson,Iceland,4.1,7.000,,11.100
134,Yogeshwar Singh,India,4.4,6.566,,10.966
135,Kevin Penev,Bulgaria,4.5,6.433,,10.933
136,Radomyr Stelmakh,Ukraine,4.8,6.133,,10.933
137,Sergio Vargas,Colombia,4.1,6.566,,10.666
138,Dilan Jimenez,Colombia,4.6,6.366,-0.3,10.666
139,You Hao,China,5.1,5.500,,10.600
140,Diyas Toishybek,Kazakhstan,3.9,6.000,,9.900
141,Hamza Hossaini,Morocco,1.9,8.866,-3.0,7.766
