"TIME_PERIOD","GEO","INDICATOR","VALUE"
"2019","CH022","5",49.3
"2019","CH022","6",57.2
"2019","CH023","Total",49.9
"2019","CH023","1",31.6
"2019","CH023","2",45.4
"2019","CH023","3",45.3
"2019","CH023","4",45.2
"2019","CH023","5",53.6
"2019","CH023","6",62.0
"2019","CH031","Total",41.4
"2019","CH031","1",28.9
"2019","CH031","2",40.8
"2019","CH031","3",39.2
"2019","CH031","4",39.0
"2019","CH031","5",46.7
"2019","CH031","6",61.1
"2019","CH032","Total",47.9
"2019","CH032","1",33.0
"2019","CH032","2",45.7
"2019","CH032","3",43.5
"2019","CH032","4",43.6
"2019","CH032","5",51.2
"2019","CH032","6",61.8
"2019","CH052","Total",51.2
"2019","CH052","1",32.2
"2019","CH052","2",46.2
"2019","CH052","3",48.0
"2019","CH052","4",46.5
"2019","CH052","5",54.0
"2019","CH052","6",63.1
"2019","CH053","Total",51.1
"2019","CH053","1",29.4
"2019","CH053","2",44.8
"2019","CH053","3",46.7
"2019","CH053","4",45.1
"2019","CH053","5",51.4
"2019","CH053","6",60.9
"2019","CH054","Total",50.1
"2019","CH054","1",27.4
"2019","CH054","2",41.7
"2019","CH054","3",45.7
"2019","CH054","4",47.1
"2019","CH054","5",51.1
"2019","CH054","6",53.3
"2019","CH055","Total",47.8
"2019","CH055","1",30.2
"2019","CH055","2",45.2
"2019","CH055","3",45.8
"2019","CH055","4",43.1
"2019","CH055","5",49.1
"2019","CH055","6",57.3
"2019","CH056","Total",47.3
"2019","CH056","1",24.6
"2019","CH056","2",40.5
"2019","CH056","3",45.3
"2019","CH056","4",44.7
"2019","CH056","5",50.8
"2019","CH056","6",60.0
"2019","CH033","Total",50.0
"2019","CH033","1",33.0
"2019","CH033","2",47.1
"2019","CH033","3",46.3
"2019","CH033","4",45.5
"2019","CH033","5",52.6
"2019","CH033","6",61.1
"2019","CH057","Total",51.7
"2019","CH057","1",32.7
"2019","CH057","2",47.3
"2019","CH057","3",48.3
"2019","CH057","4",46.3
"2019","CH057","5",54.1
"2019","CH057","6",61.4
"2019","CH070","Total",48.3
"2019","CH070","1",41.4
"2019","CH070","2",45.6
"2019","CH070","3",45.0
"2019","CH070","4",45.6
"2019","CH070","5",52.2
"2019","CH070","6",64.5
"2019","CH011","Total",43.0
